,GAMEID,TEAM_HOME,TEAM_AWAY,TEAM_ELO_BEFORE_HOME,TEAM_ELO_BEFORE_AWAY,TEAM_ELO_AFTER_HOME,TEAM_ELO_AFTER_AWAY,ODDS_HOME,PROBS_HOME,PROBS_AWAY
3931,201611260MIA,MIA,MEM,1515.338317208044,1501.2044964972745,1508.0082212893653,1508.534592415953,1.842190556917692,0.6481587071753264,0.3518412928246737
3932,201611260OKC,OKC,DET,1571.7080871473802,1530.3569373876057,1581.0547777330312,1521.0102468019547,2.1546556593118584,0.6830081923368665,0.3169918076631334
3933,201611260GSW,GSW,MIN,1735.073866598251,1431.4699220585435,1736.9079589263617,1429.6358297304328,9.750117766643722,0.9069777632480571,0.0930222367519429
3934,201611270PHI,PHI,CLE,1290.0596331185363,1641.6298072886657,1288.2501565209384,1643.4392838862636,0.22442672118125512,0.1832912638207874,0.8167087361792126
3935,201611270PHO,PHO,DEN,1359.8468418491198,1449.4615943515598,1352.5818662425165,1456.726569958163,1.0138252857762184,0.5034325931534049,0.49656740684659506
3936,201611270BRK,BRK,SAC,1330.3875446382533,1438.9066012283804,1317.5504277874609,1451.7437180791728,0.9092898819236498,0.4762450639541027,0.5237549360458973
3937,201611270IND,IND,LAC,1458.573404850767,1674.298012857364,1486.0563509802319,1646.8150667278992,0.4905558735332742,0.3291093492325387,0.6708906507674612
3938,201611270ORL,ORL,MIL,1397.0353929384626,1424.669066510597,1386.5253657625422,1435.1790936865175,1.4484910498645092,0.5915851928250517,0.40841480717494816
3939,201611270DAL,DAL,NOP,1429.877595826776,1423.1872094788614,1437.3441799676946,1415.720625337943,1.7649238254459196,0.6383263832453964,0.3616736167546036
3940,201611270POR,POR,HOU,1509.2373818279664,1570.1933963097879,1494.6379099168403,1584.792868220914,1.1956662312302528,0.5445573713452384,0.4554426286547616
3941,201611270LAL,LAL,ATL,1408.4391820311862,1548.4611523425685,1425.683440657578,1531.2168937161766,0.7584816428197435,0.43132758645322583,0.5686724135467742
3942,201611280WAS,WAS,SAC,1474.8180922058866,1451.7437180791728,1479.9840166668175,1446.577793618242,1.9394828126666321,0.659804100336677,0.340195899663323
3943,201611280MIA,MIA,BOS,1508.0082212893653,1543.090974501288,1497.7428043771354,1553.356391413518,1.3876921034216352,0.5811855311801007,0.4188144688198992
3944,201611280NYK,NYK,OKC,1447.622429832921,1581.0547777330312,1439.871306925806,1588.805900640146,0.7878057208975274,0.4406551068099432,0.5593448931900569
3945,201611280TOR,TOR,PHI,1622.5719653893166,1288.2501565209384,1625.1019739215503,1285.7201479887046,11.636021691426764,0.9208611678248007,0.07913883217519925
3946,201611280MEM,MEM,CHA,1508.534592415953,1549.626301298752,1491.0030696113286,1567.1578241033765,1.3405120670969668,0.5727430701776551,0.4272569298223448
3947,201611280MIN,MIN,UTA,1429.6358297304328,1555.4107809120067,1421.6489195714437,1563.3976910709957,0.8233085433539368,0.4515464737742513,0.5484535262257487
3948,201611280GSW,GSW,ATL,1736.9079589263617,1531.2168937161766,1738.7533803812871,1529.3714722612513,5.549165314566288,0.8473087863920833,0.15269121360791668
3949,201611290CHO,CHA,DET,1567.1578241033765,1521.0102468019547,1541.3069378455612,1546.86113305977,2.2149755837945073,0.6889556471157583,0.3110443528842418
3950,201611290BRK,BRK,LAC,1317.5504277874609,1646.8150667278992,1332.7738248467415,1631.5916696686186,0.25517516405088797,0.2032984489808966,0.7967015510191033
3951,201611290MIL,MIL,CLE,1435.1790936865175,1643.4392838862636,1458.4259775484315,1620.1924000243496,0.5120938079071398,0.3386653693238246,0.6613346306761755
3952,201611290NOP,NOP,LAL,1415.720625337943,1425.683440657578,1427.0627827709172,1414.3412832246038,1.603588605667584,0.6159147425122523,0.38408525748774763
3953,201611290SAS,SAS,ORL,1712.3817828663198,1386.5253657625422,1683.50867656099,1415.398472067872,11.082584282185291,0.9172362487490022,0.08276375125099787
3954,201611290UTA,UTA,HOU,1563.3976910709957,1584.792868220914,1576.2568373809945,1571.9337219109152,1.5014540893798924,0.6002325190593848,0.39976748094061515
3955,201611300BOS,BOS,DET,1553.356391413518,1546.86113305977,1542.564499182045,1557.653025291243,1.762942492978231,0.6380670236382373,0.3619329763617628
3956,201611300TOR,TOR,MEM,1625.1019739215503,1491.0030696113286,1630.3038012890893,1485.8012422437896,3.6749146816490965,0.7860923528881931,0.21390764711180688
3957,201611300CHI,CHI,LAL,1541.7809786475586,1414.3412832246038,1528.355757235679,1427.7665046364834,3.5367082749896075,0.7795758643964624,0.2204241356035375
3958,201611300MIN,MIN,NYK,1421.6489195714437,1439.871306925806,1415.890113683968,1445.6301128132818,1.5291286718944013,0.6046069102324609,0.3953930897675391
3959,201611300OKC,OKC,WAS,1588.805900640146,1479.9840166668175,1593.655720941091,1475.1341963658726,3.1772743002724257,0.7606094481430669,0.23939055185693306
3960,201611300DAL,DAL,SAS,1437.3441799676946,1683.50867656099,1433.2445614820867,1687.6082950465977,0.41170748102529414,0.2916379537255689,0.7083620462744312
3961,201611300DEN,DEN,MIA,1456.726569958163,1497.7428043771354,1446.6548964113642,1507.8144779239342,1.3410946004662523,0.572849384300472,0.42715061569952795
3962,201611300PHO,PHO,ATL,1352.5818662425165,1529.3714722612513,1359.5564855784773,1522.3968529252904,0.6137987292189868,0.38034404049632664,0.6196559595036734
3963,201611300POR,POR,IND,1494.6379099168403,1486.0563509802319,1507.1302074239593,1473.5640534731128,1.7842425716916914,0.6408358918984545,0.35916410810154564
3964,201612010CHO,CHA,DAL,1541.3069378455612,1433.2445614820867,1545.8953685851247,1428.6561307425231,3.1634133342699915,0.7598124616240297,0.2401875383759703
3965,201612010BRK,BRK,MIL,1332.7738248467415,1458.4259775484315,1320.2707638370607,1470.9290385581123,0.8238907334555374,0.45172154139661463,0.5482784586033853
3966,201612010CLE,CLE,LAC,1620.1924000243496,1631.5916696686186,1600.9569612511418,1650.8271084418263,1.590383370202417,0.613956755782501,0.3860432442174991
3967,201612010MEM,MEM,ORL,1485.8012422437896,1415.398472067872,1487.958862121618,1413.2408521900436,2.5468708657195545,0.718061345377701,0.28193865462229895
3968,201612010UTA,UTA,MIA,1576.2568373809945,1507.8144779239342,1570.1355047821544,1513.9358105227743,2.518290914556425,0.715771087642968,0.28422891235703196
3969,201612010GSW,GSW,HOU,1738.7533803812871,1571.9337219109152,1725.4985964725106,1585.1885058196917,4.436588469687439,0.8160611189212391,0.1839388810787608
3970,201612020PHI,PHI,ORL,1285.7201479887046,1413.2408521900436,1273.782796770837,1425.1782034079113,0.8150762515231602,0.44905895872923873,0.5509410412707612
3971,201612020BOS,BOS,SAC,1542.564499182045,1446.577793618242,1545.8727982414873,1443.2694945587996,2.9509833824342597,0.7468984545857834,0.25310154541421664
3972,201612020NYK,NYK,MIN,1445.6301128132818,1415.890113683968,1449.7274152866557,1411.792811210594,2.015347763880072,0.6683632939527924,0.3316367060472076
3973,201612020TOR,TOR,LAL,1630.3038012890893,1427.7665046364834,1636.559542025403,1421.5107639001696,5.449331668419034,0.844945173947747,0.15505482605225301
3974,201612020ATL,ATL,DET,1522.3968529252904,1557.653025291243,1494.156254341309,1585.8936238752244,1.3863074881359754,0.5809425210406839,0.4190574789593161
3975,201612020CHI,CHI,CLE,1528.355757235679,1600.9569612511418,1536.1074058605577,1593.205312626263,1.1181420748598438,0.5278881375008003,0.4721118624991996
3976,201612020NOP,NOP,LAC,1427.0627827709172,1650.8271084418263,1418.8217851775219,1659.0681060352217,0.46837012502505443,0.3189727964651029,0.6810272035348971
3977,201612020SAS,SAS,WAS,1687.6082950465977,1475.1341963658726,1688.8283232116817,1473.9141682007887,5.7701253346619215,0.8522922471050625,0.14770775289493762
3978,201612020DEN,DEN,HOU,1446.6548964113642,1585.1885058196917,1434.769406624689,1597.073995606367,0.7650079994850615,0.4334303298955311,0.566569670104469
3979,201612030MIL,MIL,BRK,1470.9290385581123,1320.2707638370607,1474.3745137293874,1316.8252886657856,4.042459586083391,0.8016840823553876,0.19831591764461237
3980,201612030CHO,CHA,MIN,1545.8953685851247,1411.792811210594,1533.501640101112,1424.1865396946068,3.6749919612449355,0.7860958888721377,0.2139041111278624
3981,201612030PHI,PHI,BOS,1273.782796770837,1545.8727982414873,1272.0448325289549,1547.6107624833694,0.35462961153594114,0.2617908308780035,0.7382091691219965
3982,201612030TOR,TOR,ATL,1636.559542025403,1494.156254341309,1647.2899341115392,1483.425862255173,3.854856530788522,0.7940206896623615,0.2059793103376385
3983,201612030MEM,MEM,LAL,1487.958862121618,1421.5107639001696,1491.0013370776655,1418.4682889441222,2.4895465176004987,0.7134298124537897,0.28657018754621033
3984,201612030DAL,DAL,CHI,1428.6561307425231,1536.1074058605577,1450.5632467786863,1514.2002898243945,0.9148961756439324,0.477778475554308,0.522221524445692
3985,201612030UTA,UTA,DEN,1570.1355047821544,1434.769406624689,1573.3643574722528,1431.5405539345907,3.7018195560447866,0.7873163808010512,0.21268361919894882
3986,201612030POR,POR,MIA,1507.1302074239593,1513.9358105227743,1513.5554416110147,1507.510576335719,1.6329992762380492,0.6202049848533304,0.37979501514666963
3987,201612030GSW,GSW,PHO,1725.4985964725106,1359.5564855784773,1727.7049213502053,1357.3501607007827,13.95903117699293,0.9331507509966283,0.06684924900337165
3988,201612040DET,DET,ORL,1585.8936238752244,1425.1782034079113,1571.5054220077252,1439.5664052754105,4.283399199390042,0.8107279116604613,0.18927208833953868
3989,201612040OKC,OKC,NOP,1593.655720941091,1418.8217851775219,1596.6806415577778,1415.796864560835,4.646060271262882,0.8228853480205013,0.17711465197949883
3990,201612040NYK,NYK,SAC,1449.7274152866557,1443.2694945587996,1456.2667362904556,1436.7301735549997,1.762563619790523,0.6380173861567658,0.36198261384323416
3991,201612040LAC,LAC,IND,1659.0681060352217,1473.5640534731128,1640.0561929699845,1492.57596653835,4.940377457528172,0.8316605287879962,0.1683394712120038
3992,201612050PHI,PHI,DEN,1272.0448325289549,1431.5405539345907,1265.5377645386682,1438.0476219248774,0.678048401549485,0.40406963286838754,0.5959303671316124
3993,201612050ATL,ATL,OKC,1483.425862255173,1596.6806415577778,1478.6129042256612,1601.4935995872895,0.8848365458892847,0.46945001560960825,0.5305499843903918
3994,201612050BRK,BRK,WAS,1316.8252886657856,1473.9141682007887,1311.7312627916942,1479.00819407488,0.6875080713654089,0.4074102417828007,0.5925897582171994
3995,201612050TOR,TOR,CLE,1647.2899341115392,1593.205312626263,1638.0530956834893,1602.442151054313,2.3185237752260783,0.6986611916222075,0.3013388083777926
3996,201612050CHI,CHI,POR,1514.2002898243945,1513.5554416110147,1508.106542458479,1519.6491889769304,1.704559323600193,0.6302539969177519,0.3697460030822482
3997,201612050HOU,HOU,BOS,1597.073995606367,1547.6107624833694,1599.461022448658,1545.2237356410783,2.257657631332816,0.693030970970738,0.306969029029262
3998,201612050MIL,MIL,SAS,1474.3745137293874,1688.8283232116817,1472.092490140835,1691.110346800234,0.4941575968360053,0.3307265564773237,0.6692734435226764
3999,201612050NOP,NOP,MEM,1415.796864560835,1491.0013370776655,1411.0190529963631,1495.7791486421374,1.1015109498115165,0.5241518964772991,0.47584810352270096
4000,201612050DAL,DAL,CHA,1450.5632467786863,1533.501640101112,1441.826854358978,1542.2380325208203,1.0535472472409744,0.5130377441553676,0.48696225584463243
4001,201612050GSW,GSW,IND,1727.7049213502053,1492.57596653835,1733.2594512887727,1487.0214365997826,6.573889306928734,0.8679674392540723,0.13203256074592765
4002,201612050LAL,LAL,UTA,1418.4682889441222,1573.3643574722528,1412.820210345061,1579.012436071314,0.6962413757708089,0.4104612620090238,0.5895387379909762
4003,201612060WAS,WAS,ORL,1479.00819407488,1439.5664052754105,1466.2463242090248,1452.3282751412657,2.1311031548277555,0.6806237448746684,0.31937625512533163
4004,201612060DET,DET,CHI,1571.5054220077252,1508.106542458479,1577.5873368770522,1502.0246275891518,2.4462294982286363,0.7098277986088853,0.29017220139111466
4005,201612060MIA,MIA,NYK,1507.510576335719,1456.2667362904556,1491.545735387244,1472.2315772389306,2.2809176199253383,0.6952072207095659,0.30479277929043413
4006,201612060MEM,MEM,PHI,1495.7791486421374,1265.5377645386682,1497.3871449046076,1263.929768276198,6.3915098162656365,0.8647096432450896,0.13529035675491036
4007,201612060MIN,MIN,SAS,1424.1865396946068,1691.110346800234,1418.5146785841916,1696.7822079106493,0.3653343283252558,0.2675786587548719,0.7324213412451281
4008,201612060UTA,UTA,PHO,1579.012436071314,1357.3501607007827,1581.0299698789827,1355.332626893114,6.08353048152356,0.8588274586227355,0.14117254137726462
4009,201612070CHO,CHA,DET,1542.2380325208203,1577.5873368770522,1551.1914918563502,1568.6338775415222,1.385564472863213,0.5808120001050421,0.419187999894958
4010,201612070ORL,ORL,BOS,1452.3282751412657,1545.2237356410783,1432.0282335501397,1565.5237772322043,0.9948585775951737,0.4987113316045129,0.501288668395487
4011,201612070ATL,ATL,MIA,1478.6129042256612,1491.545735387244,1485.7346326174911,1484.424006995414,1.5764054298288956,0.6118623301976149,0.3881376698023851
4012,201612070BRK,BRK,DEN,1311.7312627916942,1438.0476219248774,1320.3304452618904,1429.4484394546812,0.8207466186283335,0.45077475922852256,0.5492252407714775
4013,201612070HOU,HOU,LAL,1599.461022448658,1412.820210345061,1607.1869590767576,1405.0942737169614,4.972811879399888,0.8325746699893596,0.16742533001064047
4014,201612070MIL,MIL,POR,1472.092490140835,1519.6491889769304,1480.330088683466,1511.4115904342993,1.291541165029271,0.5636124651562929,0.436387534843707
4015,201612070NYK,NYK,CLE,1472.2315772389306,1602.442151054313,1453.7485364088047,1620.9251918844388,0.8025527097888007,0.4452312020783199,0.5547687979216801
4016,201612070DAL,DAL,SAC,1441.826854358978,1436.7301735549997,1413.2164613824734,1465.3405665315042,1.7488062713059178,0.6362057193921802,0.3637942806078198
4017,201612070PHO,PHO,IND,1355.332626893114,1487.0214365997826,1344.5377418684595,1497.816321624437,0.7957524340810659,0.4431303664016881,0.556869633598312
4018,201612070LAC,LAC,GSW,1640.0561929699845,1733.2594512887727,1626.472297463411,1746.8433467953462,0.9930974213230326,0.49826837900568216,0.5017316209943179
4019,201612080TOR,TOR,MIN,1638.0530956834893,1418.5146785841916,1641.174595358268,1415.3931789094129,6.009606593603074,0.8573386413850109,0.14266135861498908
4020,201612080WAS,WAS,DEN,1466.2463242090248,1429.4484394546812,1471.5205514460822,1424.1742122176238,2.0989143263885888,0.6773063419389914,0.3226936580610086
4021,201612080MEM,MEM,POR,1497.3871449046076,1511.4115904342993,1501.1951578734308,1507.603577465476,1.566530612752955,0.6103689568201319,0.38963104317986813
4022,201612080NOP,NOP,PHI,1411.0190529963631,1263.929768276198,1391.091224478132,1283.8575967944291,3.9602555548142213,0.7983974839704698,0.20160251602953014
4023,201612080UTA,UTA,GSW,1581.0299698789827,1746.8433467953462,1575.1571355676815,1752.7161811066474,0.6538325805249199,0.3953438747212224,0.6046561252787777
4024,201612080CHI,CHI,SAS,1502.0246275891518,1696.7822079106493,1511.669529229451,1687.13730627035,0.5534852467827553,0.3562861301251589,0.6437138698748411
4025,201612090CHO,CHA,ORL,1551.1914918563502,1432.0282335501397,1558.2692623573573,1424.9504630491326,3.3721597919751636,0.77128008865654,0.22871991134346
4026,201612090BOS,BOS,TOR,1565.5237772322043,1641.174595358268,1557.2180928605774,1649.480279729895,1.098684391362563,0.5235110128442163,0.4764889871557837
4027,201612090CLE,CLE,MIA,1620.9251918844388,1484.424006995414,1629.2671491889967,1476.0820496908561,3.7260867533299415,0.7884084545643576,0.2115915454356424
4028,201612090MIL,MIL,ATL,1480.330088683466,1485.7346326174911,1472.4951482887545,1493.5695730122027,1.6462229055341986,0.6221028856228844,0.3778971143771155
4029,201612090MIN,MIN,DET,1415.3931789094129,1568.6338775415222,1400.4943977651096,1583.5326586858255,0.7029076232822683,0.4127690860455774,0.5872309139544226
4030,201612090OKC,OKC,HOU,1601.4935995872895,1607.1869590767576,1594.5736111896083,1614.1069474744388,1.6434882416915395,0.6217119545952243,0.3782880454047758
4031,201612090DAL,DAL,IND,1413.2164613824734,1497.816321624437,1422.7474763917685,1488.285306615142,1.0435189722517466,0.5106480470312916,0.4893519529687084
4032,201612090LAL,LAL,PHO,1405.0942737169614,1344.5377418684595,1395.7036930400068,1353.9283225454142,2.406530274976104,0.7064461727095571,0.2935538272904428
4033,201612090SAC,SAC,NYK,1465.3405665315042,1453.7485364088047,1458.0632547332564,1461.0258482070526,1.8154323719085208,0.6448147680698431,0.355185231930157
4034,201612100IND,IND,POR,1488.285306615142,1507.603577465476,1495.0682227475734,1500.8206613330447,1.5195126602348723,0.6030978467451802,0.3969021532548198
4035,201612100ORL,ORL,DEN,1424.9504630491326,1424.1742122176238,1413.49560517884,1435.6290700879165,1.705849164369288,0.630430249709395,0.36956975029060496
4036,201612100WAS,WAS,MIL,1471.5205514460822,1472.4951482887545,1476.7593319752164,1467.2563677596204,1.6887427902220413,0.6280789655162894,0.37192103448371056
4037,201612100CLE,CLE,CHA,1629.2671491889967,1558.2692623573573,1635.1280562227153,1552.4083553236387,2.5556108134669837,0.7187543709192048,0.28124562908079526
4038,201612100CHI,CHI,MIA,1511.669529229451,1476.0820496908561,1516.106501992985,1471.6450769273222,2.0843406518127297,0.6757815971422354,0.32421840285776465
4039,201612100HOU,HOU,DAL,1614.1069474744388,1422.7474763917685,1619.0778565694584,1417.776567296749,5.109738532938454,0.8363268747739595,0.16367312522604038
4040,201612100MEM,MEM,GSW,1501.1951578734308,1752.7161811066474,1531.5219898979637,1722.3893490821144,0.399206351025086,0.28530913309006894,0.714690866909931
4041,201612100SAS,SAS,BRK,1687.13730627035,1320.3304452618904,1689.332229963022,1318.1355215692186,14.02869109979036,0.9334606058930874,0.06653939410691256
4042,201612100UTA,UTA,SAC,1575.1571355676815,1458.0632547332564,1582.0714858202348,1451.148904480703,3.3322279442836593,0.7691718873381324,0.2308281126618677
4043,201612100LAC,LAC,NOP,1626.472297463411,1391.091224478132,1631.088279740687,1386.475242200856,6.5834369774205515,0.8681336703954329,0.131866329604567
4044,201612110DET,DET,PHI,1583.5326586858255,1283.8575967944291,1547.2703390160952,1320.1199164641594,9.53207947609917,0.9050519888053127,0.09494801119468727
4045,201612110MIN,MIN,GSW,1400.4943977651096,1722.3893490821144,1397.4582827918725,1725.4254640553515,0.2662334510308792,0.21025621366591637,0.7897437863340836
4046,201612110OKC,OKC,BOS,1594.5736111896083,1557.2180928605774,1598.0694143133892,1553.7222897367965,2.105662660121459,0.6780075270760763,0.3219924729239238
4047,201612110PHO,PHO,NOP,1353.9283225454142,1386.475242200856,1349.3213871084436,1391.0821776378266,1.408097413877134,0.5847344072389664,0.41526559276103353
4048,201612110LAL,LAL,NYK,1395.7036930400068,1461.0258482070526,1387.7918275113514,1468.937713735708,1.1659894263350772,0.5383172291417729,0.46168277085822695
4049,201612120IND,IND,CHA,1495.0682227475734,1552.4083553236387,1508.3376672289705,1539.1389108422416,1.220814470949291,0.5497147496645461,0.45028525033545386
4050,201612120MIA,MIA,WAS,1471.6450769273222,1476.7593319752164,1479.9929077518127,1468.4115011507258,1.6489761048827491,0.622495650996345,0.37750434900365504
4051,201612120TOR,TOR,MIL,1649.480279729895,1467.2563677596204,1654.7068261871225,1462.029821302393,4.847968395245166,0.8290004438442119,0.17099955615578813
4052,201612120HOU,HOU,BRK,1619.0778565694584,1318.1355215692186,1620.0394224342278,1317.173955704449,9.601870348293792,0.9056770204550808,0.09432297954491912
4053,201612120DAL,DAL,DEN,1417.776567296749,1435.6290700879165,1430.9006230779487,1422.5050143067167,1.5323880021906338,0.6051158040809886,0.39488419591901136
4054,201612120LAC,LAC,POR,1631.088279740687,1500.8206613330447,1632.681593387259,1499.2273476864727,3.594752927120214,0.7823604411681053,0.21763955883189465
4055,201612120SAC,SAC,LAL,1451.148904480703,1387.7918275113514,1461.4365720330545,1377.504159959,2.4456409206287786,0.7097782319646022,0.29022176803539784
4056,201612130CLE,CLE,MEM,1635.1280562227153,1531.5219898979637,1641.7532658923253,1524.8967802283537,3.083295618817168,0.7550997788669349,0.24490022113306503
4057,201612130ATL,ATL,ORL,1493.5695730122027,1413.49560517884,1476.4116036904275,1430.6535745006152,2.692681084832577,0.7291940524982164,0.2708059475017836
4058,201612130CHI,CHI,MIN,1516.106501992985,1397.4582827918725,1504.1206101698726,1409.4441746149848,3.3621768072166835,0.7707566556344935,0.22924334436550656
4059,201612130NOP,NOP,GSW,1391.0821776378266,1725.4254640553515,1389.1002095729898,1727.4074321201883,0.24782309927199705,0.1986043529860776,0.8013956470139224
4060,201612130PHO,PHO,NYK,1349.3213871084436,1468.937713735708,1355.0883715503978,1463.1707292937538,0.8530199403470262,0.4603403998919062,0.5396596001080939
4061,201612130POR,POR,OKC,1499.2273476864727,1598.0694143133892,1516.7306647115404,1580.5660972883215,0.9613794473828499,0.490154747295664,0.509845252704336
4062,201612140MIA,MIA,IND,1479.9929077518127,1508.3376672289705,1486.471436049827,1501.8591389309563,1.4425740027208402,0.5905958227320537,0.4094041772679463
4063,201612140ORL,ORL,LAC,1430.6535745006152,1632.681593387259,1426.4522369984861,1636.882930889388,0.5307988249555132,0.3467462976207464,0.6532537023792536
4064,201612140PHI,PHI,TOR,1320.1199164641594,1654.7068261871225,1317.0733666988804,1657.7533759524015,0.24747579364550468,0.19838123906380978,0.8016187609361902
4065,201612140WAS,WAS,CHA,1468.4115011507258,1539.1389108422416,1473.9750419136196,1533.5753700793477,1.1302681136917294,0.5305755207183702,0.4694244792816299
4066,201612140BRK,BRK,LAL,1317.173955704449,1377.504159959,1327.0865651686247,1367.5915504948243,1.1999813307373945,0.5454506881361498,0.4545493118638501
4067,201612140HOU,HOU,SAC,1620.0394224342278,1461.4365720330545,1628.1680082342884,1453.307986232994,4.231624530057166,0.8088547841583973,0.19114521584160263
4068,201612140MEM,MEM,CLE,1524.8967802283537,1641.7532658923253,1535.627728378216,1631.022317742463,0.8666800223243146,0.46428954719575327,0.5357104528042468
4069,201612140DAL,DAL,DET,1430.9006230779487,1547.2703390160952,1422.071743351505,1556.099218742539,0.869111927557695,0.4649865611276334,0.5350134388723665
4070,201612140UTA,UTA,OKC,1582.0714858202348,1580.5660972883215,1594.1322448258795,1568.5053382826768,1.7130240935632866,0.6314076228174591,0.36859237718254084
4071,201612140SAS,SAS,BOS,1689.332229963022,1553.7222897367965,1692.55694819672,1550.4975715030985,3.7070193294116986,0.7875513291922293,0.2124486708077708
4072,201612150MIL,MIL,CHI,1462.029821302393,1504.1206101698726,1471.799151268196,1494.3512802040696,1.3328246856326837,0.5713351259703467,0.42866487402965336
4073,201612150NOP,NOP,IND,1389.1002095729898,1501.8591389309563,1398.8989472947362,1492.0604012092099,0.887365779695582,0.47016099859493454,0.5298390014050656
4074,201612150DEN,DEN,POR,1422.5050143067167,1516.7306647115404,1435.1705002498306,1504.0651787684264,0.9872698490626476,0.49679707540891915,0.5032029245910808
4075,201612150PHO,PHO,SAS,1355.0883715503978,1692.55694819672,1350.9378015345414,1696.7075182125764,0.2434044749423445,0.19575647333393337,0.8042435266660666
4076,201612150GSW,GSW,NYK,1727.4074321201883,1463.1707292937538,1729.7132770445216,1460.8648843694205,7.77305529355391,0.8860146247186245,0.11398537528137545
4077,201612160ORL,ORL,BRK,1426.4522369984861,1327.0865651686247,1430.3401724157832,1323.1986297513276,3.008944516109205,0.7505577849776458,0.24944221502235417
4078,201612160WAS,WAS,DET,1473.9750419136196,1556.099218742539,1487.3499563946853,1542.7243042614734,1.0584968207409127,0.5142086254764916,0.48579137452350835
4079,201612160BOS,BOS,CHA,1550.4975715030985,1533.5753700793477,1556.7357634434636,1527.3371781389826,1.871998530818769,0.6518104068406633,0.34818959315933673
4080,201612160TOR,TOR,ATL,1657.7533759524015,1476.4116036904275,1645.4988871822231,1488.6660924606058,4.823412790118955,0.8282793894163267,0.17172061058367338
4081,201612160CHI,CHI,MIL,1494.3512802040696,1471.799151268196,1467.8806371420792,1498.2697943301864,1.9336609301249972,0.6591289778136044,0.34087102218639564
4082,201612160HOU,HOU,NOP,1628.1680082342884,1398.8989472947362,1632.1910224417227,1394.875933087302,6.355835557944509,0.8640535134149415,0.13594648658505856
4083,201612160MEM,MEM,SAC,1535.627728378216,1453.307986232994,1525.7196455636924,1463.2160690475175,2.7277172825870366,0.7317393127769605,0.2682606872230396
4084,201612160MIA,MIA,LAC,1486.471436049827,1636.882930889388,1481.766559959829,1641.587806979386,0.714449049692453,0.41672224078085884,0.5832777592191412
4085,201612160PHI,PHI,LAL,1317.0733666988804,1367.5915504948243,1305.232079514381,1379.4328376793237,1.2697100014165654,0.5594150797344671,0.44058492026553286
4086,201612160UTA,UTA,DAL,1594.1322448258795,1422.071743351505,1595.8959809642154,1420.308007213169,4.572474094920699,0.820546496409647,0.17945350359035286
4087,201612170OKC,OKC,PHO,1568.5053382826768,1350.9378015345414,1571.5121334429266,1347.9310063742917,5.941811115363479,0.8559453745742491,0.1440546254257509
4088,201612170DET,DET,IND,1542.7243042614734,1492.0604012092099,1523.2335922732261,1511.5511131974572,2.273315733263806,0.6944993757131687,0.3055006242868314
4089,201612170ATL,ATL,CHA,1488.6660924606058,1527.3371781389826,1478.5179650271243,1537.485305572464,1.3593218121787165,0.5761493854555816,0.4238506145444184
4090,201612170CLE,CLE,LAL,1631.022317742463,1379.4328376793237,1633.2506231579441,1377.2045322638426,7.227260357050661,0.8784528559202563,0.12154714407974367
4091,201612170MIN,MIN,HOU,1409.4441746149848,1632.1910224417227,1406.8174714422032,1634.8177256145043,0.471121452673106,0.3202464703488983,0.6797535296511017
4092,201612170DEN,DEN,NYK,1435.1705002498306,1460.8648843694205,1445.3215673315806,1450.7138172876705,1.464751797728756,0.5942796345978976,0.40572036540210255
4093,201612170GSW,GSW,POR,1729.7132770445216,1504.0651787684264,1736.6326628499182,1497.1457929630299,6.224726089968032,0.8615864480469979,0.13841355195300212
4094,201612180WAS,WAS,LAC,1487.3499563946853,1641.587806979386,1498.6478794092893,1630.289883964782,0.6988844433987466,0.4113784466709081,0.5886215533290919
4095,201612180DAL,DAL,SAC,1420.308007213169,1463.2160690475175,1434.8895919817815,1448.6344842789051,1.3265690035660795,0.570182531243545,0.429817468756455
4096,201612180MEM,MEM,UTA,1525.7196455636924,1595.8959809642154,1515.9250798880596,1605.6905466398482,1.1338592868693222,0.5313655374778046,0.4686344625221953
4097,201612180MIA,MIA,BOS,1481.766559959829,1556.7357634434636,1471.4966984745872,1567.0056249287054,1.1030037559195267,0.5244896747401406,0.47551032525985937
4098,201612180ORL,ORL,TOR,1430.3401724157832,1645.4988871822231,1418.0348197024064,1657.8042398956,0.4921564861728025,0.3298290030123605,0.6701709969876395
4099,201612180PHI,PHI,BRK,1305.232079514381,1323.1986297513276,1308.4720906241696,1319.958618641539,1.5313823045017896,0.6049589197879719,0.3950410802120281
4100,201612180SAS,SAS,NOP,1696.7075182125764,1394.875933087302,1698.5607670510637,1393.0226842488146,9.651147716674533,0.9061134042452078,0.09388659575479222
4101,201612190IND,IND,WAS,1511.5511131974572,1498.6478794092893,1514.9319408634508,1495.2670517432957,1.8291869084935415,0.6465415568699664,0.3534584431300336
4102,201612190CHI,CHI,DET,1467.8806371420792,1523.2335922732261,1488.8493611997274,1502.264868215578,1.2348596847563058,0.5525446152969365,0.44745538470306345
4103,201612190MIN,MIN,PHO,1406.8174714422032,1347.9310063742917,1411.5665557422133,1343.1819220742816,2.3835055233793927,0.7044485392176291,0.29555146078237093
4104,201612190OKC,OKC,ATL,1571.5121334429266,1478.5179650271243,1563.748321518243,1486.2817769518078,2.900583826498555,0.7436281222296736,0.2563718777703265
4105,201612190DEN,DEN,DAL,1445.3215673315806,1434.8895919817815,1452.6639454684757,1427.5472138448863,1.803349643701722,0.6432838828197198,0.3567161171802801
