,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
7950,201612020CHI,CHI,1528.355757235679,2016-12-02,Home,2017,108.2,18.0,105.0,114.4,111.0
7951,201612020CHI,CLE,1600.9569612511418,2016-12-02,Away,2017,114.4,18.0,111.0,108.2,105.0
7952,201612020NOP,NOP,1427.0627827709172,2016-12-02,Home,2017,124.1,20.0,114.0,104.5,96.0
7953,201612020NOP,LAC,1650.8271084418263,2016-12-02,Away,2017,104.5,21.0,96.0,124.1,114.0
7954,201612020SAS,SAS,1687.6082950465977,2016-12-02,Home,2017,109.6,20.0,105.0,111.7,107.0
7955,201612020SAS,WAS,1475.1341963658726,2016-12-02,Away,2017,111.7,18.0,107.0,109.6,105.0
7956,201612020DEN,DEN,1446.6548964113642,2016-12-02,Home,2017,130.1,19.0,128.0,111.8,110.0
7957,201612020DEN,HOU,1585.1885058196917,2016-12-02,Away,2017,111.8,20.0,110.0,130.1,128.0
7958,201612030MIL,MIL,1470.9290385581123,2016-12-03,Home,2017,98.9,18.0,103.0,107.5,112.0
7959,201612030MIL,BRK,1320.2707638370607,2016-12-03,Away,2017,107.5,19.0,112.0,98.9,103.0
7960,201612030CHO,CHA,1545.8953685851247,2016-12-03,Home,2017,115.0,20.0,125.0,110.4,120.0
7961,201612030CHO,MIN,1411.792811210594,2016-12-03,Away,2017,110.4,20.0,120.0,115.0,125.0
7962,201612030PHI,PHI,1273.782796770837,2016-12-03,Home,2017,116.8,20.0,107.0,115.7,106.0
7963,201612030PHI,BOS,1545.8727982414873,2016-12-03,Away,2017,115.7,20.0,106.0,116.8,107.0
7964,201612030TOR,TOR,1636.559542025403,2016-12-03,Home,2017,87.8,20.0,84.0,133.7,128.0
7965,201612030TOR,ATL,1494.156254341309,2016-12-03,Away,2017,133.7,21.0,128.0,87.8,84.0
7966,201612030MEM,MEM,1487.958862121618,2016-12-03,Home,2017,108.9,21.0,100.0,112.2,103.0
7967,201612030MEM,LAL,1421.5107639001696,2016-12-03,Away,2017,112.2,22.0,103.0,108.9,100.0
7968,201612030DAL,DAL,1428.6561307425231,2016-12-03,Home,2017,92.3,19.0,82.0,120.5,107.0
7969,201612030DAL,CHI,1536.1074058605577,2016-12-03,Away,2017,120.5,19.0,107.0,92.3,82.0
7970,201612030UTA,UTA,1570.1355047821544,2016-12-03,Home,2017,106.8,21.0,98.0,114.5,105.0
7971,201612030UTA,DEN,1434.769406624689,2016-12-03,Away,2017,114.5,20.0,105.0,106.8,98.0
7972,201612030POR,POR,1507.1302074239593,2016-12-03,Home,2017,97.6,21.0,92.0,105.1,99.0
7973,201612030POR,MIA,1513.9358105227743,2016-12-03,Away,2017,105.1,20.0,99.0,97.6,92.0
7974,201612030GSW,GSW,1725.4985964725106,2016-12-03,Home,2017,109.5,20.0,109.0,138.6,138.0
7975,201612030GSW,PHO,1359.5564855784773,2016-12-03,Away,2017,138.6,20.0,138.0,109.5,109.0
7976,201612040DET,DET,1585.8936238752244,2016-12-04,Home,2017,107.6,22.0,98.0,101.0,92.0
7977,201612040DET,ORL,1425.1782034079113,2016-12-04,Away,2017,101.0,21.0,92.0,107.6,98.0
7978,201612040OKC,OKC,1593.655720941091,2016-12-04,Home,2017,89.1,21.0,92.0,97.9,101.0
7979,201612040OKC,NOP,1418.8217851775219,2016-12-04,Away,2017,97.9,21.0,101.0,89.1,92.0
7980,201612040NYK,NYK,1449.7274152866557,2016-12-04,Home,2017,98.1,20.0,98.0,106.1,106.0
7981,201612040NYK,SAC,1443.2694945587996,2016-12-04,Away,2017,106.1,20.0,106.0,98.1,98.0
7982,201612040LAC,LAC,1659.0681060352217,2016-12-04,Home,2017,115.3,22.0,111.0,106.0,102.0
7983,201612040LAC,IND,1473.5640534731128,2016-12-04,Away,2017,106.0,20.0,102.0,115.3,111.0
7984,201612050PHI,PHI,1272.0448325289549,2016-12-05,Home,2017,107.9,21.0,106.0,99.8,98.0
7985,201612050PHI,DEN,1431.5405539345907,2016-12-05,Away,2017,99.8,21.0,98.0,107.9,106.0
7986,201612050ATL,ATL,1483.425862255173,2016-12-05,Home,2017,101.8,22.0,102.0,98.8,99.0
7987,201612050ATL,OKC,1596.6806415577778,2016-12-05,Away,2017,98.8,22.0,99.0,101.8,102.0
7988,201612050BRK,BRK,1316.8252886657856,2016-12-05,Home,2017,118.0,20.0,118.0,113.0,113.0
7989,201612050BRK,WAS,1473.9141682007887,2016-12-05,Away,2017,113.0,19.0,113.0,118.0,118.0
7990,201612050TOR,TOR,1647.2899341115392,2016-12-05,Home,2017,124.9,21.0,116.0,120.6,112.0
7991,201612050TOR,CLE,1593.205312626263,2016-12-05,Away,2017,120.6,19.0,112.0,124.9,116.0
7992,201612050CHI,CHI,1514.2002898243945,2016-12-05,Home,2017,116.0,20.0,112.0,113.9,110.0
7993,201612050CHI,POR,1513.5554416110147,2016-12-05,Away,2017,113.9,22.0,110.0,116.0,112.0
7994,201612050HOU,HOU,1597.073995606367,2016-12-05,Home,2017,106.7,21.0,106.0,107.7,107.0
7995,201612050HOU,BOS,1547.6107624833694,2016-12-05,Away,2017,107.7,21.0,107.0,106.7,106.0
7996,201612050MIL,MIL,1474.3745137293874,2016-12-05,Home,2017,101.5,19.0,97.0,100.4,96.0
7997,201612050MIL,SAS,1688.8283232116817,2016-12-05,Away,2017,100.4,21.0,96.0,101.5,97.0
7998,201612050NOP,NOP,1415.796864560835,2016-12-05,Home,2017,98.4,22.0,110.0,96.6,108.0
7999,201612050NOP,MEM,1491.0013370776655,2016-12-05,Away,2017,96.6,22.0,108.0,98.4,110.0
8000,201612050DAL,DAL,1450.5632467786863,2016-12-05,Home,2017,117.7,20.0,109.0,109.1,101.0
8001,201612050DAL,CHA,1533.501640101112,2016-12-05,Away,2017,109.1,21.0,101.0,117.7,109.0
8002,201612050GSW,GSW,1727.7049213502053,2016-12-05,Home,2017,101.0,21.0,106.0,135.3,142.0
8003,201612050GSW,IND,1492.57596653835,2016-12-05,Away,2017,135.3,21.0,142.0,101.0,106.0
8004,201612050LAL,LAL,1418.4682889441222,2016-12-05,Home,2017,119.4,23.0,107.0,112.7,101.0
8005,201612050LAL,UTA,1573.3643574722528,2016-12-05,Away,2017,112.7,22.0,101.0,119.4,107.0
8006,201612060WAS,WAS,1479.00819407488,2016-12-06,Home,2017,123.5,20.0,124.0,115.5,116.0
8007,201612060WAS,ORL,1439.5664052754105,2016-12-06,Away,2017,115.5,22.0,116.0,123.5,124.0
8008,201612060DET,DET,1571.5054220077252,2016-12-06,Home,2017,96.9,23.0,91.0,108.7,102.0
8009,201612060DET,CHI,1508.106542458479,2016-12-06,Away,2017,108.7,21.0,102.0,96.9,91.0
8010,201612060MIA,MIA,1507.510576335719,2016-12-06,Home,2017,121.9,21.0,114.0,110.2,103.0
8011,201612060MIA,NYK,1456.2667362904556,2016-12-06,Away,2017,110.2,21.0,103.0,121.9,114.0
8012,201612060MEM,MEM,1495.7791486421374,2016-12-06,Home,2017,92.1,23.0,91.0,97.2,96.0
8013,201612060MEM,PHI,1265.5377645386682,2016-12-06,Away,2017,97.2,22.0,96.0,92.1,91.0
8014,201612060MIN,MIN,1424.1865396946068,2016-12-06,Home,2017,116.1,21.0,105.0,100.7,91.0
8015,201612060MIN,SAS,1691.110346800234,2016-12-06,Away,2017,100.7,22.0,91.0,116.1,105.0
8016,201612060UTA,UTA,1579.012436071314,2016-12-06,Home,2017,110.0,23.0,105.0,117.3,112.0
8017,201612060UTA,PHO,1357.3501607007827,2016-12-06,Away,2017,117.3,21.0,112.0,110.0,105.0
8018,201612070CHO,CHA,1542.2380325208203,2016-12-07,Home,2017,78.8,22.0,77.0,89.1,87.0
8019,201612070CHO,DET,1577.5873368770522,2016-12-07,Away,2017,89.1,24.0,87.0,78.8,77.0
8020,201612070ORL,ORL,1452.3282751412657,2016-12-07,Home,2017,125.4,23.0,117.0,93.2,87.0
8021,201612070ORL,BOS,1545.2237356410783,2016-12-07,Away,2017,93.2,22.0,87.0,125.4,117.0
8022,201612070ATL,ATL,1478.6129042256612,2016-12-07,Home,2017,102.6,23.0,95.0,111.3,103.0
8023,201612070ATL,MIA,1491.545735387244,2016-12-07,Away,2017,111.3,22.0,103.0,102.6,95.0
8024,201612070BRK,BRK,1311.7312627916942,2016-12-07,Home,2017,110.2,21.0,111.0,115.2,116.0
8025,201612070BRK,DEN,1438.0476219248774,2016-12-07,Away,2017,115.2,22.0,116.0,110.2,111.0
8026,201612070HOU,HOU,1599.461022448658,2016-12-07,Home,2017,88.6,22.0,95.0,125.0,134.0
8027,201612070HOU,LAL,1412.820210345061,2016-12-07,Away,2017,125.0,24.0,134.0,88.6,95.0
8028,201612070MIL,MIL,1472.092490140835,2016-12-07,Home,2017,110.8,20.0,107.0,119.1,115.0
8029,201612070MIL,POR,1519.6491889769304,2016-12-07,Away,2017,119.1,23.0,115.0,110.8,107.0
8030,201612070NYK,NYK,1472.2315772389306,2016-12-07,Home,2017,134.3,22.0,126.0,100.2,94.0
8031,201612070NYK,CLE,1602.442151054313,2016-12-07,Away,2017,100.2,20.0,94.0,134.3,126.0
8032,201612070DAL,DAL,1441.826854358978,2016-12-07,Home,2017,122.7,21.0,120.0,91.0,89.0
8033,201612070DAL,SAC,1436.7301735549997,2016-12-07,Away,2017,91.0,21.0,89.0,122.7,120.0
8034,201612070PHO,PHO,1355.332626893114,2016-12-07,Home,2017,109.0,22.0,109.0,94.0,94.0
8035,201612070PHO,IND,1487.0214365997826,2016-12-07,Away,2017,94.0,22.0,94.0,109.0,109.0
8036,201612070LAC,LAC,1640.0561929699845,2016-12-07,Home,2017,120.5,23.0,115.0,102.7,98.0
8037,201612070LAC,GSW,1733.2594512887727,2016-12-07,Away,2017,102.7,22.0,98.0,120.5,115.0
8038,201612080TOR,TOR,1638.0530956834893,2016-12-08,Home,2017,122.1,22.0,110.0,137.7,124.0
8039,201612080TOR,MIN,1418.5146785841916,2016-12-08,Away,2017,137.7,22.0,124.0,122.1,110.0
8040,201612080WAS,WAS,1466.2463242090248,2016-12-08,Home,2017,89.7,21.0,85.0,97.1,92.0
8041,201612080WAS,DEN,1429.4484394546812,2016-12-08,Away,2017,97.1,23.0,92.0,89.7,85.0
8042,201612080MEM,MEM,1497.3871449046076,2016-12-08,Home,2017,90.4,24.0,86.0,92.5,88.0
8043,201612080MEM,POR,1511.4115904342993,2016-12-08,Away,2017,92.5,24.0,88.0,90.4,86.0
8044,201612080NOP,NOP,1411.0190529963631,2016-12-08,Home,2017,107.1,23.0,99.0,95.2,88.0
8045,201612080NOP,PHI,1263.929768276198,2016-12-08,Away,2017,95.2,23.0,88.0,107.1,99.0
8046,201612080UTA,UTA,1581.0299698789827,2016-12-08,Home,2017,108.7,24.0,106.0,101.5,99.0
8047,201612080UTA,GSW,1746.8433467953462,2016-12-08,Away,2017,101.5,23.0,99.0,108.7,106.0
8048,201612080CHI,CHI,1502.0246275891518,2016-12-08,Home,2017,92.8,22.0,91.0,96.9,95.0
8049,201612080CHI,SAS,1696.7822079106493,2016-12-08,Away,2017,96.9,23.0,95.0,92.8,91.0
8050,201612090CHO,CHA,1551.1914918563502,2016-12-09,Home,2017,94.2,23.0,88.0,116.6,109.0
8051,201612090CHO,ORL,1432.0282335501397,2016-12-09,Away,2017,116.6,24.0,109.0,94.2,88.0
8052,201612090BOS,BOS,1565.5237772322043,2016-12-09,Home,2017,105.9,23.0,101.0,98.6,94.0
8053,201612090BOS,TOR,1641.174595358268,2016-12-09,Away,2017,98.6,23.0,94.0,105.9,101.0
8054,201612090CLE,CLE,1620.9251918844388,2016-12-09,Home,2017,95.7,21.0,84.0,129.9,114.0
8055,201612090CLE,MIA,1484.424006995414,2016-12-09,Away,2017,129.9,23.0,114.0,95.7,84.0
8056,201612090MIL,MIL,1480.330088683466,2016-12-09,Home,2017,110.2,21.0,114.0,106.3,110.0
8057,201612090MIL,ATL,1485.7346326174911,2016-12-09,Away,2017,106.3,24.0,110.0,110.2,114.0
8058,201612090MIN,MIN,1415.3931789094129,2016-12-09,Home,2017,131.4,23.0,117.0,101.1,90.0
8059,201612090MIN,DET,1568.6338775415222,2016-12-09,Away,2017,101.1,25.0,90.0,131.4,117.0
8060,201612090OKC,OKC,1601.4935995872895,2016-12-09,Home,2017,101.4,23.0,102.0,98.4,99.0
8061,201612090OKC,HOU,1607.1869590767576,2016-12-09,Away,2017,98.4,23.0,99.0,101.4,102.0
8062,201612090DAL,DAL,1413.2164613824734,2016-12-09,Home,2017,114.8,22.0,103.0,123.7,111.0
8063,201612090DAL,IND,1497.816321624437,2016-12-09,Away,2017,123.7,23.0,111.0,114.8,103.0
8064,201612090LAL,LAL,1405.0942737169614,2016-12-09,Home,2017,116.2,25.0,119.0,112.3,115.0
8065,201612090LAL,PHO,1344.5377418684595,2016-12-09,Away,2017,112.3,23.0,115.0,116.2,119.0
8066,201612090SAC,SAC,1465.3405665315042,2016-12-09,Home,2017,106.1,22.0,103.0,103.0,100.0
8067,201612090SAC,NYK,1453.7485364088047,2016-12-09,Away,2017,103.0,23.0,100.0,106.1,103.0
8068,201612100IND,IND,1488.285306615142,2016-12-10,Home,2017,116.2,24.0,111.0,123.6,118.0
8069,201612100IND,POR,1507.603577465476,2016-12-10,Away,2017,123.6,25.0,118.0,116.2,111.0
8070,201612100ORL,ORL,1424.9504630491326,2016-12-10,Home,2017,126.3,25.0,121.0,117.9,113.0
8071,201612100ORL,DEN,1424.1742122176238,2016-12-10,Away,2017,117.9,24.0,113.0,126.3,121.0
8072,201612100WAS,WAS,1471.5205514460822,2016-12-10,Home,2017,109.9,22.0,105.0,115.1,110.0
8073,201612100WAS,MIL,1472.4951482887545,2016-12-10,Away,2017,115.1,22.0,110.0,109.9,105.0
8074,201612100CLE,CLE,1629.2671491889967,2016-12-10,Home,2017,110.2,22.0,105.0,121.7,116.0
8075,201612100CLE,CHA,1558.2692623573573,2016-12-10,Away,2017,121.7,24.0,116.0,110.2,105.0
8076,201612100CHI,CHI,1511.669529229451,2016-12-10,Home,2017,106.3,23.0,100.0,111.6,105.0
8077,201612100CHI,MIA,1476.0820496908561,2016-12-10,Away,2017,111.6,24.0,105.0,106.3,100.0
8078,201612100HOU,HOU,1614.1069474744388,2016-12-10,Home,2017,100.3,24.0,87.0,125.6,109.0
8079,201612100HOU,DAL,1422.7474763917685,2016-12-10,Away,2017,125.6,23.0,109.0,100.3,87.0
8080,201612100MEM,MEM,1501.1951578734308,2016-12-10,Home,2017,92.1,25.0,89.0,113.9,110.0
8081,201612100MEM,GSW,1752.7161811066474,2016-12-10,Away,2017,113.9,24.0,110.0,92.1,89.0
8082,201612100SAS,SAS,1687.13730627035,2016-12-10,Home,2017,99.0,24.0,101.0,127.4,130.0
8083,201612100SAS,BRK,1320.3304452618904,2016-12-10,Away,2017,127.4,22.0,130.0,99.0,101.0
8084,201612100UTA,UTA,1575.1571355676815,2016-12-10,Home,2017,92.3,25.0,84.0,114.3,104.0
8085,201612100UTA,SAC,1458.0632547332564,2016-12-10,Away,2017,114.3,23.0,104.0,92.3,84.0
8086,201612100LAC,LAC,1626.472297463411,2016-12-10,Home,2017,106.8,24.0,105.0,135.3,133.0
8087,201612100LAC,NOP,1391.091224478132,2016-12-10,Away,2017,135.3,24.0,133.0,106.8,105.0
8088,201612110DET,DET,1583.5326586858255,2016-12-11,Home,2017,107.5,26.0,97.0,87.5,79.0
8089,201612110DET,PHI,1283.8575967944291,2016-12-11,Away,2017,87.5,24.0,79.0,107.5,97.0
8090,201612110MIN,MIN,1400.4943977651096,2016-12-11,Home,2017,122.8,24.0,116.0,114.3,108.0
8091,201612110MIN,GSW,1722.3893490821144,2016-12-11,Away,2017,114.3,25.0,108.0,122.8,116.0
8092,201612110OKC,OKC,1594.5736111896083,2016-12-11,Home,2017,105.3,24.0,96.0,108.6,99.0
8093,201612110OKC,BOS,1557.2180928605774,2016-12-11,Away,2017,108.6,24.0,99.0,105.3,96.0
8094,201612110PHO,PHO,1353.9283225454142,2016-12-11,Home,2017,112.7,24.0,120.0,111.7,119.0
8095,201612110PHO,NOP,1386.475242200856,2016-12-11,Away,2017,111.7,25.0,119.0,112.7,120.0
8096,201612110LAL,LAL,1395.7036930400068,2016-12-11,Home,2017,119.1,26.0,118.0,113.0,112.0
8097,201612110LAL,NYK,1461.0258482070526,2016-12-11,Away,2017,113.0,24.0,112.0,119.1,118.0
8098,201612120IND,IND,1495.0682227475734,2016-12-12,Home,2017,96.2,25.0,94.0,112.6,110.0
8099,201612120IND,CHA,1552.4083553236387,2016-12-12,Away,2017,112.6,25.0,110.0,96.2,94.0
8100,201612120MIA,MIA,1471.6450769273222,2016-12-12,Home,2017,106.5,25.0,101.0,118.1,112.0
8101,201612120MIA,WAS,1476.7593319752164,2016-12-12,Away,2017,118.1,23.0,112.0,106.5,101.0
8102,201612120TOR,TOR,1649.480279729895,2016-12-12,Home,2017,108.5,24.0,100.0,132.4,122.0
8103,201612120TOR,MIL,1467.2563677596204,2016-12-12,Away,2017,132.4,23.0,122.0,108.5,100.0
8104,201612120HOU,HOU,1619.0778565694584,2016-12-12,Home,2017,110.8,25.0,118.0,114.5,122.0
8105,201612120HOU,BRK,1318.1355215692186,2016-12-12,Away,2017,114.5,23.0,122.0,110.8,118.0
8106,201612120DAL,DAL,1417.776567296749,2016-12-12,Home,2017,111.0,24.0,92.0,135.1,112.0
8107,201612120DAL,DEN,1435.6290700879165,2016-12-12,Away,2017,135.1,25.0,112.0,111.0,92.0
8108,201612120LAC,LAC,1631.088279740687,2016-12-12,Home,2017,124.4,25.0,120.0,125.5,121.0
8109,201612120LAC,POR,1500.8206613330447,2016-12-12,Away,2017,125.5,26.0,121.0,124.4,120.0
8110,201612120SAC,SAC,1451.148904480703,2016-12-12,Home,2017,95.9,24.0,92.0,120.9,116.0
8111,201612120SAC,LAL,1387.7918275113514,2016-12-12,Away,2017,120.9,27.0,116.0,95.9,92.0
8112,201612130CLE,CLE,1635.1280562227153,2016-12-13,Home,2017,90.4,23.0,86.0,108.3,103.0
8113,201612130CLE,MEM,1531.5219898979637,2016-12-13,Away,2017,108.3,26.0,103.0,90.4,86.0
8114,201612130ATL,ATL,1493.5695730122027,2016-12-13,Home,2017,134.9,25.0,131.0,123.6,120.0
8115,201612130ATL,ORL,1413.49560517884,2016-12-13,Away,2017,123.6,26.0,120.0,134.9,131.0
8116,201612130CHI,CHI,1516.106501992985,2016-12-13,Home,2017,109.3,24.0,99.0,103.8,94.0
8117,201612130CHI,MIN,1397.4582827918725,2016-12-13,Away,2017,103.8,25.0,94.0,109.3,99.0
8118,201612130NOP,NOP,1391.0821776378266,2016-12-13,Home,2017,110.4,26.0,113.0,106.4,109.0
8119,201612130NOP,GSW,1725.4254640553515,2016-12-13,Away,2017,106.4,26.0,109.0,110.4,113.0
8120,201612130PHO,PHO,1349.3213871084436,2016-12-13,Home,2017,102.6,25.0,111.0,104.4,113.0
8121,201612130PHO,NYK,1468.937713735708,2016-12-13,Away,2017,104.4,25.0,113.0,102.6,111.0
8122,201612130POR,POR,1499.2273476864727,2016-12-13,Home,2017,97.7,27.0,95.0,117.3,114.0
8123,201612130POR,OKC,1598.0694143133892,2016-12-13,Away,2017,117.3,25.0,114.0,97.7,95.0
8124,201612140MIA,MIA,1479.9929077518127,2016-12-14,Home,2017,94.2,26.0,89.0,100.6,95.0
8125,201612140MIA,IND,1508.3376672289705,2016-12-14,Away,2017,100.6,26.0,95.0,94.2,89.0
8126,201612140ORL,ORL,1430.6535745006152,2016-12-14,Home,2017,123.0,27.0,113.0,117.5,108.0
8127,201612140ORL,LAC,1632.681593387259,2016-12-14,Away,2017,117.5,26.0,108.0,123.0,113.0
8128,201612140PHI,PHI,1320.1199164641594,2016-12-14,Home,2017,131.8,25.0,123.0,122.1,114.0
8129,201612140PHI,TOR,1654.7068261871225,2016-12-14,Away,2017,122.1,25.0,114.0,131.8,123.0
8130,201612140WAS,WAS,1468.4115011507258,2016-12-14,Home,2017,112.1,24.0,106.0,115.3,109.0
8131,201612140WAS,CHA,1539.1389108422416,2016-12-14,Away,2017,115.3,26.0,109.0,112.1,106.0
8132,201612140BRK,BRK,1317.173955704449,2016-12-14,Home,2017,101.0,24.0,97.0,111.4,107.0
8133,201612140BRK,LAL,1377.504159959,2016-12-14,Away,2017,111.4,28.0,107.0,101.0,97.0
8134,201612140HOU,HOU,1620.0394224342278,2016-12-14,Home,2017,99.4,26.0,98.0,133.9,132.0
8135,201612140HOU,SAC,1461.4365720330545,2016-12-14,Away,2017,133.9,25.0,132.0,99.4,98.0
8136,201612140MEM,MEM,1524.8967802283537,2016-12-14,Home,2017,94.7,27.0,85.0,103.6,93.0
8137,201612140MEM,CLE,1641.7532658923253,2016-12-14,Away,2017,103.6,24.0,93.0,94.7,85.0
8138,201612140DAL,DAL,1430.9006230779487,2016-12-14,Home,2017,107.5,25.0,95.0,96.2,85.0
8139,201612140DAL,DET,1547.2703390160952,2016-12-14,Away,2017,96.2,27.0,85.0,107.5,95.0
8140,201612140UTA,UTA,1582.0714858202348,2016-12-14,Home,2017,102.3,26.0,89.0,125.3,109.0
8141,201612140UTA,OKC,1580.5660972883215,2016-12-14,Away,2017,125.3,26.0,109.0,102.3,89.0
8142,201612140SAS,SAS,1689.332229963022,2016-12-14,Home,2017,106.4,25.0,101.0,113.8,108.0
8143,201612140SAS,BOS,1553.7222897367965,2016-12-14,Away,2017,113.8,25.0,108.0,106.4,101.0
8144,201612150MIL,MIL,1462.029821302393,2016-12-15,Home,2017,103.1,24.0,97.0,114.8,108.0
8145,201612150MIL,CHI,1504.1206101698726,2016-12-15,Away,2017,114.8,25.0,108.0,103.1,97.0
8146,201612150NOP,NOP,1389.1002095729898,2016-12-15,Home,2017,94.2,27.0,95.0,101.1,102.0
8147,201612150NOP,IND,1501.8591389309563,2016-12-15,Away,2017,101.1,27.0,102.0,94.2,95.0
8148,201612150DEN,DEN,1422.5050143067167,2016-12-15,Home,2017,116.5,26.0,120.0,128.2,132.0
8149,201612150DEN,POR,1516.7306647115404,2016-12-15,Away,2017,128.2,28.0,132.0,116.5,120.0
8150,201612150PHO,PHO,1355.0883715503978,2016-12-15,Home,2017,113.9,26.0,107.0,98.0,92.0
8151,201612150PHO,SAS,1692.55694819672,2016-12-15,Away,2017,98.0,26.0,92.0,113.9,107.0
8152,201612150GSW,GSW,1727.4074321201883,2016-12-15,Home,2017,91.5,27.0,90.0,104.7,103.0
8153,201612150GSW,NYK,1463.1707292937538,2016-12-15,Away,2017,104.7,26.0,103.0,91.5,90.0
8154,201612160ORL,ORL,1426.4522369984861,2016-12-16,Home,2017,106.2,28.0,111.0,112.9,118.0
8155,201612160ORL,BRK,1327.0865651686247,2016-12-16,Away,2017,112.9,25.0,118.0,106.2,111.0
8156,201612160WAS,WAS,1473.9750419136196,2016-12-16,Home,2017,118.7,25.0,108.0,134.0,122.0
8157,201612160WAS,DET,1556.099218742539,2016-12-16,Away,2017,134.0,28.0,122.0,118.7,108.0
8158,201612160BOS,BOS,1550.4975715030985,2016-12-16,Home,2017,91.3,26.0,88.0,99.5,96.0
8159,201612160BOS,CHA,1533.5753700793477,2016-12-16,Away,2017,99.5,27.0,96.0,91.3,88.0
8160,201612160TOR,TOR,1657.7533759524015,2016-12-16,Home,2017,131.0,26.0,125.0,126.8,121.0
8161,201612160TOR,ATL,1476.4116036904275,2016-12-16,Away,2017,126.8,26.0,121.0,131.0,125.0
8162,201612160CHI,CHI,1494.3512802040696,2016-12-16,Home,2017,108.9,26.0,95.0,79.1,69.0
8163,201612160CHI,MIL,1471.799151268196,2016-12-16,Away,2017,79.1,25.0,69.0,108.9,95.0
8164,201612160HOU,HOU,1628.1680082342884,2016-12-16,Home,2017,98.5,27.0,100.0,120.2,122.0
8165,201612160HOU,NOP,1398.8989472947362,2016-12-16,Away,2017,120.2,28.0,122.0,98.5,100.0
8166,201612160MEM,MEM,1535.627728378216,2016-12-16,Home,2017,106.2,28.0,96.0,101.7,92.0
8167,201612160MEM,SAC,1453.307986232994,2016-12-16,Away,2017,101.7,26.0,92.0,106.2,96.0
8168,201612160MIA,MIA,1486.471436049827,2016-12-16,Home,2017,106.0,27.0,102.0,101.8,98.0
8169,201612160MIA,LAC,1636.882930889388,2016-12-16,Away,2017,101.8,27.0,98.0,106.0,102.0
8170,201612160PHI,PHI,1317.0733666988804,2016-12-16,Home,2017,102.3,26.0,100.0,91.1,89.0
8171,201612160PHI,LAL,1367.5915504948243,2016-12-16,Away,2017,91.1,29.0,89.0,102.3,100.0
8172,201612160UTA,UTA,1594.1322448258795,2016-12-16,Home,2017,119.9,27.0,100.0,123.5,103.0
8173,201612160UTA,DAL,1422.071743351505,2016-12-16,Away,2017,123.5,26.0,103.0,119.9,100.0
8174,201612170OKC,OKC,1568.5053382826768,2016-12-17,Home,2017,105.3,27.0,101.0,118.8,114.0
8175,201612170OKC,PHO,1350.9378015345414,2016-12-17,Away,2017,118.8,27.0,114.0,105.3,101.0
8176,201612170DET,DET,1542.7243042614734,2016-12-17,Home,2017,115.7,29.0,105.0,99.2,90.0
8177,201612170DET,IND,1492.0604012092099,2016-12-17,Away,2017,99.2,28.0,90.0,115.7,105.0
8178,201612170ATL,ATL,1488.6660924606058,2016-12-17,Home,2017,111.3,27.0,107.0,103.0,99.0
8179,201612170ATL,CHA,1527.3371781389826,2016-12-17,Away,2017,103.0,28.0,99.0,111.3,107.0
8180,201612170CLE,CLE,1631.022317742463,2016-12-17,Home,2017,117.9,25.0,108.0,129.9,119.0
8181,201612170CLE,LAL,1379.4328376793237,2016-12-17,Away,2017,129.9,30.0,119.0,117.9,108.0
8182,201612170MIN,MIN,1409.4441746149848,2016-12-17,Home,2017,101.9,26.0,111.0,100.1,109.0
8183,201612170MIN,HOU,1632.1910224417227,2016-12-17,Away,2017,100.1,28.0,109.0,101.9,111.0
8184,201612170DEN,DEN,1435.1705002498306,2016-12-17,Home,2017,117.3,27.0,114.0,130.7,127.0
8185,201612170DEN,NYK,1460.8648843694205,2016-12-17,Away,2017,130.7,27.0,127.0,117.3,114.0
8186,201612170GSW,GSW,1729.7132770445216,2016-12-17,Home,2017,90.1,28.0,90.0,135.2,135.0
8187,201612170GSW,POR,1504.0651787684264,2016-12-17,Away,2017,135.2,29.0,135.0,90.1,90.0
8188,201612180WAS,WAS,1487.3499563946853,2016-12-18,Home,2017,113.4,26.0,110.0,120.6,117.0
8189,201612180WAS,LAC,1641.587806979386,2016-12-18,Away,2017,120.6,28.0,117.0,113.4,110.0
8190,201612180DAL,DAL,1420.308007213169,2016-12-18,Home,2017,87.1,27.0,79.0,109.2,99.0
8191,201612180DAL,SAC,1463.2160690475175,2016-12-18,Away,2017,109.2,27.0,99.0,87.1,79.0
8192,201612180MEM,MEM,1525.7196455636924,2016-12-18,Home,2017,96.5,29.0,82.0,85.9,73.0
8193,201612180MEM,UTA,1595.8959809642154,2016-12-18,Away,2017,85.9,28.0,73.0,96.5,82.0
8194,201612180MIA,MIA,1481.766559959829,2016-12-18,Home,2017,109.7,28.0,105.0,99.2,95.0
8195,201612180MIA,BOS,1556.7357634434636,2016-12-18,Away,2017,99.2,27.0,95.0,109.7,105.0
8196,201612180ORL,ORL,1430.3401724157832,2016-12-18,Home,2017,115.6,29.0,109.0,83.8,79.0
8197,201612180ORL,TOR,1645.4988871822231,2016-12-18,Away,2017,83.8,27.0,79.0,115.6,109.0
8198,201612180PHI,PHI,1305.232079514381,2016-12-18,Home,2017,106.4,27.0,107.0,107.4,108.0
8199,201612180PHI,BRK,1323.1986297513276,2016-12-18,Away,2017,107.4,26.0,108.0,106.4,107.0
