,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
8200,201612180SAS,SAS,1696.7075182125764,2016-12-18,Home,2017,105.5,27.0,100.0,119.3,113.0
8201,201612180SAS,NOP,1394.875933087302,2016-12-18,Away,2017,119.3,29.0,113.0,105.5,100.0
8202,201612190IND,IND,1511.5511131974572,2016-12-19,Home,2017,106.4,29.0,105.0,108.4,107.0
8203,201612190IND,WAS,1498.6478794092893,2016-12-19,Away,2017,108.4,27.0,107.0,106.4,105.0
8204,201612190CHI,CHI,1467.8806371420792,2016-12-19,Home,2017,93.4,27.0,82.0,128.7,113.0
8205,201612190CHI,DET,1523.2335922732261,2016-12-19,Away,2017,128.7,30.0,113.0,93.4,82.0
8206,201612190MIN,MIN,1406.8174714422032,2016-12-19,Home,2017,106.0,27.0,108.0,112.8,115.0
8207,201612190MIN,PHO,1347.9310063742917,2016-12-19,Away,2017,112.8,28.0,115.0,106.0,108.0
8208,201612190OKC,OKC,1571.5121334429266,2016-12-19,Home,2017,117.9,28.0,110.0,115.8,108.0
8209,201612190OKC,ATL,1478.5179650271243,2016-12-19,Away,2017,115.8,28.0,108.0,117.9,110.0
8210,201612190DEN,DEN,1445.3215673315806,2016-12-19,Home,2017,117.9,28.0,107.0,129.0,117.0
8211,201612190DEN,DAL,1434.8895919817815,2016-12-19,Away,2017,129.0,28.0,117.0,117.9,107.0
8212,201612200CHO,CHA,1537.485305572464,2016-12-20,Home,2017,120.2,29.0,113.0,124.4,117.0
8213,201612200CHO,LAL,1377.2045322638426,2016-12-20,Away,2017,124.4,31.0,117.0,120.2,113.0
8214,201612200PHI,PHI,1308.4720906241696,2016-12-20,Home,2017,111.4,28.0,108.0,96.0,93.0
8215,201612200PHI,NOP,1393.0226842488146,2016-12-20,Away,2017,96.0,30.0,93.0,111.4,108.0
8216,201612200MIA,MIA,1471.4966984745872,2016-12-20,Home,2017,114.3,29.0,136.0,109.2,130.0
8217,201612200MIA,ORL,1418.0348197024064,2016-12-20,Away,2017,109.2,30.0,130.0,114.3,136.0
8218,201612200NYK,NYK,1450.7138172876705,2016-12-20,Home,2017,107.4,28.0,111.0,114.2,118.0
8219,201612200NYK,IND,1514.9319408634508,2016-12-20,Away,2017,114.2,30.0,118.0,107.4,111.0
8220,201612200TOR,TOR,1657.8042398956,2016-12-20,Home,2017,101.2,28.0,104.0,112.9,116.0
8221,201612200TOR,BRK,1319.958618641539,2016-12-20,Away,2017,112.9,27.0,116.0,101.2,104.0
8222,201612200HOU,HOU,1634.8177256145043,2016-12-20,Home,2017,106.8,29.0,102.0,104.7,100.0
8223,201612200HOU,SAS,1698.5607670510637,2016-12-20,Away,2017,104.7,28.0,100.0,106.8,102.0
8224,201612200MEM,MEM,1515.9250798880596,2016-12-20,Home,2017,115.1,30.0,112.0,112.0,109.0
8225,201612200MEM,BOS,1567.0056249287054,2016-12-20,Away,2017,112.0,28.0,109.0,115.1,112.0
8226,201612200MIL,MIL,1498.2697943301864,2016-12-20,Home,2017,113.2,26.0,114.0,107.2,108.0
8227,201612200MIL,CLE,1633.2506231579441,2016-12-20,Away,2017,107.2,26.0,108.0,113.2,114.0
8228,201612200GSW,GSW,1736.6326628499182,2016-12-20,Home,2017,77.0,29.0,74.0,108.2,104.0
8229,201612200GSW,UTA,1605.6905466398482,2016-12-20,Away,2017,108.2,29.0,104.0,77.0,74.0
8230,201612200LAC,LAC,1630.289883964782,2016-12-20,Home,2017,107.4,29.0,102.0,125.3,119.0
8231,201612200LAC,DEN,1452.6639454684757,2016-12-20,Away,2017,125.3,29.0,119.0,107.4,102.0
8232,201612200SAC,SAC,1448.6344842789051,2016-12-20,Home,2017,128.3,28.0,121.0,133.6,126.0
8233,201612200SAC,POR,1497.1457929630299,2016-12-20,Away,2017,133.6,30.0,126.0,128.3,121.0
8234,201612210CLE,CLE,1639.3707188149206,2016-12-21,Home,2017,110.1,27.0,102.0,121.9,113.0
8235,201612210CLE,MIL,1492.14969867321,2016-12-21,Away,2017,121.9,27.0,113.0,110.1,102.0
8236,201612210ATL,ATL,1486.2817769518078,2016-12-21,Home,2017,104.9,29.0,92.0,95.8,84.0
8237,201612210ATL,MIN,1411.5665557422133,2016-12-21,Away,2017,95.8,28.0,84.0,104.9,92.0
8238,201612210DET,DET,1502.264868215578,2016-12-21,Home,2017,108.2,31.0,98.0,94.9,86.0
8239,201612210DET,MEM,1509.9242716158244,2016-12-21,Away,2017,94.9,31.0,86.0,108.2,98.0
8240,201612210CHI,CHI,1488.8493611997274,2016-12-21,Home,2017,110.8,28.0,107.0,100.4,97.0
8241,201612210CHI,WAS,1495.2670517432957,2016-12-21,Away,2017,100.4,28.0,97.0,110.8,107.0
8242,201612210NOP,NOP,1405.9035083402637,2016-12-21,Home,2017,126.2,31.0,121.0,114.7,110.0
8243,201612210NOP,OKC,1563.748321518243,2016-12-21,Away,2017,114.7,29.0,110.0,126.2,121.0
8244,201612210PHO,PHO,1343.1819220742816,2016-12-21,Home,2017,132.2,29.0,125.0,117.4,111.0
8245,201612210PHO,HOU,1629.8472177463802,2016-12-21,Away,2017,117.4,30.0,111.0,132.2,125.0
8246,201612210UTA,UTA,1597.101747405933,2016-12-21,Home,2017,109.3,30.0,94.0,108.2,93.0
8247,201612210UTA,SAC,1455.0443192171654,2016-12-21,Away,2017,108.2,29.0,93.0,109.3,94.0
8248,201612210POR,POR,1490.7359580247696,2016-12-21,Home,2017,106.5,31.0,96.0,105.4,95.0
8249,201612210POR,DAL,1427.5472138448863,2016-12-21,Away,2017,105.4,29.0,95.0,106.5,96.0
8250,201612220IND,IND,1506.7711992511313,2016-12-22,Home,2017,105.9,31.0,109.0,99.1,102.0
8251,201612220IND,BOS,1573.0064332009406,2016-12-22,Away,2017,99.1,29.0,102.0,105.9,109.0
8252,201612220BRK,BRK,1318.5355878921705,2016-12-22,Home,2017,106.9,28.0,117.0,92.3,101.0
8253,201612220BRK,GSW,1745.2214620838333,2016-12-22,Away,2017,92.3,30.0,101.0,106.9,117.0
8254,201612220NYK,NYK,1458.87455889999,2016-12-22,Home,2017,96.9,29.0,95.0,108.1,106.0
8255,201612220NYK,ORL,1429.3105091034959,2016-12-22,Away,2017,108.1,31.0,106.0,96.9,95.0
8256,201612220MIA,MIA,1460.2210090734977,2016-12-22,Home,2017,111.0,30.0,107.0,119.3,115.0
8257,201612220MIA,LAL,1375.0782598295064,2016-12-22,Away,2017,119.3,32.0,115.0,111.0,107.0
8258,201612220LAC,LAC,1634.7731128290218,2016-12-22,Home,2017,105.8,30.0,101.0,111.1,106.0
8259,201612220LAC,SAS,1703.5312749191878,2016-12-22,Away,2017,111.1,29.0,106.0,105.8,101.0
8260,201612230CHO,CHA,1539.6115780068003,2016-12-23,Home,2017,100.3,30.0,91.0,113.5,103.0
8261,201612230CHO,CHI,1476.031879675749,2016-12-23,Away,2017,113.5,29.0,103.0,100.3,91.0
8262,201612230ORL,ORL,1422.1708794815268,2016-12-23,Home,2017,90.3,32.0,90.0,109.4,109.0
8263,201612230ORL,LAL,1370.571683479182,2016-12-23,Away,2017,109.4,33.0,109.0,90.3,90.0
8264,201612230BOS,BOS,1581.5872403216254,2016-12-23,Home,2017,117.3,30.0,117.0,112.3,112.0
8265,201612230BOS,OKC,1571.6941180950898,2016-12-23,Away,2017,112.3,30.0,112.0,117.3,117.0
8266,201612230CLE,CLE,1643.3403398463868,2016-12-23,Home,2017,94.3,28.0,99.0,113.3,119.0
8267,201612230CLE,BRK,1315.8707765015824,2016-12-23,Away,2017,113.3,29.0,119.0,94.3,99.0
8268,201612230DET,DET,1487.9458891573622,2016-12-23,Home,2017,114.3,32.0,119.0,108.5,113.0
8269,201612230DET,GSW,1747.8862734744214,2016-12-23,Away,2017,108.5,31.0,113.0,114.3,119.0
8270,201612230MEM,MEM,1524.2432506740402,2016-12-23,Home,2017,117.8,32.0,109.0,124.2,115.0
8271,201612230MEM,HOU,1634.9926579671394,2016-12-23,Away,2017,124.2,31.0,115.0,117.8,109.0
8272,201612230MIL,MIL,1488.1800776417438,2016-12-23,Home,2017,102.7,28.0,96.0,131.5,123.0
8273,201612230MIL,WAS,1508.084533267274,2016-12-23,Away,2017,131.5,29.0,123.0,102.7,96.0
8274,201612230MIN,MIN,1425.53100954368,2016-12-23,Home,2017,122.9,29.0,109.0,118.4,105.0
8275,201612230MIN,SAC,1462.2830606936272,2016-12-23,Away,2017,118.4,30.0,105.0,122.9,109.0
8276,201612230NOP,NOP,1397.957711763417,2016-12-23,Home,2017,91.7,32.0,87.0,96.0,91.0
8277,201612230NOP,MIA,1464.7275854238221,2016-12-23,Away,2017,96.0,31.0,91.0,91.7,87.0
8278,201612230DEN,DEN,1448.1807166042358,2016-12-23,Home,2017,111.1,30.0,109.0,110.0,108.0
8279,201612230DEN,ATL,1472.317323150341,2016-12-23,Away,2017,110.0,30.0,108.0,111.1,109.0
8280,201612230PHO,PHO,1338.0364818535224,2016-12-23,Home,2017,115.0,30.0,116.0,121.9,123.0
8281,201612230PHO,PHI,1295.5912665327205,2016-12-23,Away,2017,121.9,29.0,123.0,115.0,116.0
8282,201612230UTA,UTA,1589.8630059294712,2016-12-23,Home,2017,112.9,31.0,104.0,106.4,98.0
8283,201612230UTA,TOR,1659.2272706449685,2016-12-23,Away,2017,106.4,29.0,98.0,112.9,104.0
8284,201612230POR,POR,1484.694446877852,2016-12-23,Home,2017,127.5,32.0,110.0,104.3,90.0
8285,201612230POR,SAS,1696.5816940543007,2016-12-23,Away,2017,104.3,30.0,90.0,127.5,110.0
8286,201612230LAC,LAC,1641.722693693909,2016-12-23,Home,2017,99.7,31.0,90.0,97.5,88.0
8287,201612230LAC,DAL,1433.588724991804,2016-12-23,Away,2017,97.5,30.0,88.0,99.7,90.0
8288,201612250NYK,NYK,1466.014188521959,2016-12-25,Home,2017,126.7,30.0,119.0,121.4,114.0
8289,201612250NYK,BOS,1572.471052473989,2016-12-25,Away,2017,121.4,31.0,114.0,126.7,119.0
8290,201612250CLE,CLE,1645.4706345326556,2016-12-25,Home,2017,107.9,29.0,108.0,108.9,109.0
8291,201612250CLE,GSW,1751.4138971206028,2016-12-25,Away,2017,108.9,32.0,109.0,107.9,108.0
8292,201612250SAS,SAS,1705.9379054664678,2016-12-25,Home,2017,107.6,31.0,100.0,128.1,119.0
8293,201612250SAS,CHI,1469.6104725536998,2016-12-25,Away,2017,128.1,30.0,119.0,107.6,100.0
8294,201612250OKC,OKC,1580.8103059427262,2016-12-25,Home,2017,106.6,31.0,100.0,119.3,112.0
8295,201612250OKC,MIN,1418.4184747566496,2016-12-25,Away,2017,119.3,30.0,112.0,106.6,100.0
8296,201612250LAL,LAL,1361.3305235809628,2016-12-25,Home,2017,105.8,34.0,102.0,115.2,111.0
8297,201612250LAL,LAC,1631.8777878429505,2016-12-25,Away,2017,115.2,32.0,111.0,105.8,102.0
8298,201612260ORL,ORL,1431.412039379746,2016-12-26,Home,2017,112.0,33.0,102.0,123.0,112.0
8299,201612260ORL,MEM,1533.185117055059,2016-12-26,Away,2017,123.0,33.0,112.0,112.0,102.0
8300,201612260WAS,WAS,1491.7086933717471,2016-12-26,Home,2017,106.9,30.0,102.0,112.1,107.0
8301,201612260WAS,MIL,1504.5559175372707,2016-12-26,Away,2017,112.1,29.0,107.0,106.9,102.0
8302,201612260BRK,BRK,1313.7404818153136,2016-12-26,Home,2017,118.2,30.0,118.0,120.3,120.0
8303,201612260BRK,CHA,1546.0329851288495,2016-12-26,Away,2017,120.3,31.0,120.0,118.2,118.0
8304,201612260DET,DET,1484.4182655111808,2016-12-26,Home,2017,91.9,33.0,90.0,108.2,106.0
8305,201612260DET,CLE,1650.0639748204921,2016-12-26,Away,2017,108.2,30.0,106.0,91.9,90.0
8306,201612260CHI,CHI,1466.120824244707,2016-12-26,Home,2017,95.2,31.0,85.0,100.8,90.0
8307,201612260CHI,IND,1498.1903921304465,2016-12-26,Away,2017,100.8,32.0,90.0,95.2,85.0
8308,201612260HOU,HOU,1626.0507915861206,2016-12-26,Home,2017,102.9,32.0,115.0,117.2,131.0
8309,201612260HOU,PHO,1343.1727139203654,2016-12-26,Away,2017,117.2,31.0,131.0,102.9,115.0
8310,201612260MIN,MIN,1414.5505122992618,2016-12-26,Home,2017,100.1,31.0,90.0,115.7,104.0
8311,201612260MIN,ATL,1477.0475006737593,2016-12-26,Away,2017,115.7,31.0,104.0,100.1,90.0
8312,201612260NOP,NOP,1404.154636291377,2016-12-26,Home,2017,117.9,33.0,104.0,125.9,111.0
8313,201612260NOP,DAL,1443.4336308427623,2016-12-26,Away,2017,125.9,31.0,111.0,117.9,104.0
8314,201612260POR,POR,1475.3382354656849,2016-12-26,Home,2017,96.6,33.0,95.0,92.5,91.0
8315,201612260POR,TOR,1667.0300917380314,2016-12-26,Away,2017,92.5,30.0,91.0,96.6,95.0
8316,201612260LAC,LAC,1613.5796584974858,2016-12-26,Home,2017,109.4,33.0,106.0,105.3,102.0
8317,201612260LAC,DEN,1443.4505390808176,2016-12-26,Away,2017,105.3,31.0,102.0,109.4,106.0
8318,201612260SAC,SAC,1469.3955954806577,2016-12-26,Home,2017,101.1,31.0,100.0,103.1,102.0
8319,201612260SAC,PHI,1290.4550344658776,2016-12-26,Away,2017,103.1,30.0,102.0,101.1,100.0
8320,201612270BOS,BOS,1578.6864342428858,2016-12-27,Home,2017,109.4,32.0,103.0,120.1,113.0
8321,201612270BOS,MEM,1521.5700891425147,2016-12-27,Away,2017,120.1,34.0,113.0,109.4,103.0
8322,201612270MIA,MIA,1458.530660895862,2016-12-27,Home,2017,115.0,32.0,106.0,102.0,94.0
8323,201612270MIA,OKC,1584.6782684001141,2016-12-27,Away,2017,102.0,32.0,94.0,115.0,106.0
8324,201612270DAL,DAL,1436.0559060405035,2016-12-27,Home,2017,131.7,32.0,123.0,114.5,107.0
8325,201612270DAL,HOU,1628.4259149267305,2016-12-27,Away,2017,114.5,33.0,107.0,131.7,123.0
8326,201612270LAL,LAL,1379.6286529264275,2016-12-27,Home,2017,114.9,35.0,102.0,112.7,100.0
8327,201612270LAL,UTA,1582.0601848364083,2016-12-27,Away,2017,112.7,32.0,100.0,114.9,102.0
8328,201612280ORL,ORL,1443.0270672922902,2016-12-28,Home,2017,128.9,34.0,120.0,108.5,101.0
8329,201612280ORL,CHA,1537.8241057537243,2016-12-28,Away,2017,108.5,32.0,101.0,128.9,120.0
8330,201612280WAS,WAS,1497.226700198356,2016-12-28,Home,2017,108.0,31.0,105.0,114.2,111.0
8331,201612280WAS,IND,1492.201368960115,2016-12-28,Away,2017,114.2,33.0,111.0,108.0,105.0
8332,201612280ATL,ATL,1464.6558125932452,2016-12-28,Home,2017,94.0,32.0,98.0,97.9,102.0
8333,201612280ATL,NYK,1459.7988067530623,2016-12-28,Away,2017,97.9,31.0,102.0,94.0,98.0
8334,201612280DET,DET,1504.0091081504518,2016-12-28,Home,2017,127.9,34.0,119.0,101.0,94.0
8335,201612280DET,MIL,1499.037910710662,2016-12-28,Away,2017,101.0,30.0,94.0,127.9,119.0
8336,201612280CHI,CHI,1472.1098474150385,2016-12-28,Home,2017,103.0,32.0,99.0,105.0,101.0
8337,201612280CHI,BRK,1321.9493611904388,2016-12-28,Away,2017,105.0,31.0,101.0,103.0,99.0
8338,201612280NOP,NOP,1411.532361093636,2016-12-28,Home,2017,104.7,34.0,98.0,109.0,102.0
8339,201612280NOP,LAC,1601.5896884687506,2016-12-28,Away,2017,109.0,34.0,102.0,104.7,98.0
8340,201612280SAS,SAS,1709.4275537754606,2016-12-28,Home,2017,101.2,32.0,98.0,122.9,119.0
8341,201612280SAS,PHO,1340.7975905797555,2016-12-28,Away,2017,122.9,32.0,119.0,101.2,98.0
8342,201612280DEN,DEN,1455.4405091095527,2016-12-28,Home,2017,113.5,32.0,103.0,115.7,105.0
8343,201612280DEN,MIN,1426.9422003797758,2016-12-28,Away,2017,115.7,32.0,105.0,113.5,103.0
8344,201612280POR,POR,1471.3863737952606,2016-12-28,Home,2017,96.3,34.0,89.0,110.4,102.0
8345,201612280POR,SAC,1470.863944421689,2016-12-28,Away,2017,110.4,32.0,102.0,96.3,89.0
8346,201612280GSW,GSW,1746.8205568327662,2016-12-28,Home,2017,113.0,33.0,111.0,123.2,121.0
8347,201612280GSW,TOR,1670.9819534084556,2016-12-28,Away,2017,123.2,31.0,121.0,113.0,111.0
8348,201612290CHO,CHA,1552.3994821488045,2016-12-29,Home,2017,84.4,33.0,82.0,93.7,91.0
8349,201612290CHO,MIA,1448.996598736342,2016-12-29,Away,2017,93.7,33.0,91.0,84.4,82.0
8350,201612290CLE,CLE,1630.4731321812212,2016-12-29,Home,2017,120.3,31.0,118.0,126.4,124.0
8351,201612290CLE,BOS,1584.594767552257,2016-12-29,Away,2017,126.4,33.0,124.0,120.3,118.0
8352,201612290MEM,MEM,1515.6617558331434,2016-12-29,Home,2017,89.4,35.0,80.0,127.4,114.0
8353,201612290MEM,OKC,1594.212330559634,2016-12-29,Away,2017,127.4,33.0,114.0,89.4,80.0
8354,201612290PHO,PHO,1339.0728529494268,2016-12-29,Home,2017,93.8,33.0,91.0,102.0,99.0
8355,201612290PHO,TOR,1665.5881341658312,2016-12-29,Away,2017,102.0,32.0,99.0,93.8,91.0
8356,201612290UTA,UTA,1584.9396488570403,2016-12-29,Home,2017,93.2,33.0,83.0,112.3,100.0
8357,201612290UTA,PHI,1288.9866855248463,2016-12-29,Away,2017,112.3,31.0,100.0,93.2,83.0
8358,201612290LAL,LAL,1376.7491889057956,2016-12-29,Home,2017,117.2,36.0,101.0,103.2,89.0
8359,201612290LAL,DAL,1427.2972651397286,2016-12-29,Away,2017,103.2,33.0,89.0,117.2,101.0
8360,201612300IND,IND,1486.596188462968,2016-12-30,Home,2017,107.2,34.0,101.0,117.9,111.0
8361,201612300IND,CHI,1473.8247201458546,2016-12-30,Away,2017,117.9,33.0,111.0,107.2,101.0
8362,201612300WAS,WAS,1502.8318806955028,2016-12-30,Home,2017,96.4,32.0,95.0,119.7,118.0
8363,201612300WAS,BRK,1320.2344884596228,2016-12-30,Away,2017,119.7,32.0,118.0,96.4,95.0
8364,201612300BOS,BOS,1579.9496745695253,2016-12-30,Home,2017,121.8,34.0,114.0,125.0,117.0
8365,201612300BOS,MIA,1444.5893321033384,2016-12-30,Away,2017,125.0,34.0,117.0,121.8,114.0
8366,201612300ATL,ATL,1469.243564405215,2016-12-30,Home,2017,102.0,33.0,98.0,109.3,105.0
8367,201612300ATL,DET,1479.5235961726237,2016-12-30,Away,2017,109.3,35.0,105.0,102.0,98.0
8368,201612300HOU,HOU,1637.1845558275054,2016-12-30,Home,2017,112.5,34.0,116.0,135.8,140.0
8369,201612300HOU,LAC,1592.080476516002,2016-12-30,Away,2017,135.8,35.0,140.0,112.5,116.0
8370,201612300MIN,MIN,1423.7938034987299,2016-12-30,Home,2017,113.9,33.0,99.0,133.5,116.0
8371,201612300MIN,MIL,1523.52342268849,2016-12-30,Away,2017,133.5,31.0,116.0,113.9,99.0
8372,201612300NOP,NOP,1421.0415730463847,2016-12-30,Home,2017,90.5,35.0,92.0,102.3,104.0
8373,201612300NOP,NYK,1455.2110549410925,2016-12-30,Away,2017,102.3,32.0,104.0,90.5,92.0
8374,201612300SAS,SAS,1711.1522914057894,2016-12-30,Home,2017,101.8,33.0,94.0,119.2,110.0
8375,201612300SAS,POR,1480.4474461018622,2016-12-30,Away,2017,119.2,35.0,110.0,101.8,94.0
8376,201612300DEN,DEN,1458.5889059905987,2016-12-30,Home,2017,127.1,33.0,124.0,125.1,122.0
8377,201612300DEN,PHI,1286.6936781388056,2016-12-30,Away,2017,125.1,32.0,122.0,127.1,124.0
8378,201612300GSW,GSW,1752.2143760753906,2016-12-30,Home,2017,102.1,34.0,99.0,111.4,108.0
8379,201612300GSW,DAL,1439.8092607594556,2016-12-30,Away,2017,111.4,34.0,108.0,102.1,99.0
8380,201612310SAC,SAC,1461.8028721150874,2016-12-31,Home,2017,134.4,33.0,112.0,117.6,98.0
8381,201612310SAC,MEM,1540.2399226847544,2016-12-31,Away,2017,117.6,36.0,98.0,134.4,112.0
8382,201612310CHI,CHI,1466.5593126485253,2016-12-31,Home,2017,129.4,34.0,116.0,107.1,96.0
8383,201612310CHI,MIL,1507.2519311959284,2016-12-31,Away,2017,107.1,32.0,96.0,129.4,116.0
8384,201612310CHO,CHA,1556.8067487818082,2016-12-31,Home,2017,135.6,34.0,121.0,122.1,109.0
8385,201612310CHO,CLE,1635.118225163953,2016-12-31,Away,2017,122.1,32.0,109.0,135.6,121.0
8386,201612310HOU,HOU,1648.4120550987411,2016-12-31,Home,2017,116.1,35.0,122.0,122.7,129.0
8387,201612310HOU,NYK,1445.220905644346,2016-12-31,Away,2017,122.7,33.0,129.0,116.1,122.0
8388,201612310OKC,OKC,1569.634163708023,2016-12-31,Home,2017,96.3,34.0,88.0,124.8,114.0
8389,201612310OKC,LAC,1580.8529772447662,2016-12-31,Away,2017,124.8,36.0,114.0,96.3,88.0
8390,201612310UTA,UTA,1587.232656243081,2016-12-31,Home,2017,95.8,34.0,86.0,101.4,91.0
8391,201612310UTA,PHO,1358.5916323176273,2016-12-31,Away,2017,101.4,34.0,91.0,95.8,86.0
8392,201701010ATL,ATL,1475.766920119982,2017-01-01,Home,2017,110.8,34.0,112.0,112.8,114.0
8393,201701010ATL,SAS,1714.3561835781761,2017-01-01,Away,2017,112.8,34.0,114.0,110.8,112.0
8394,201701010IND,IND,1493.8615959602973,2017-01-01,Home,2017,105.8,35.0,104.0,119.1,117.0
8395,201701010IND,ORL,1428.45169089721,2017-01-01,Away,2017,119.1,35.0,117.0,105.8,104.0
8396,201701010MIA,MIA,1442.4435660757001,2017-01-01,Home,2017,114.9,35.0,107.0,105.2,98.0
8397,201701010MIA,DET,1473.0002404578568,2017-01-01,Away,2017,105.2,36.0,98.0,114.9,107.0
8398,201701010MIN,MIN,1440.0652949912915,2017-01-01,Home,2017,100.1,34.0,95.0,93.8,89.0
8399,201701010MIN,POR,1477.2435539294754,2017-01-01,Away,2017,93.8,36.0,89.0,100.1,95.0
8400,201701010LAL,LAL,1364.2371932860685,2017-01-01,Home,2017,128.6,37.0,123.0,119.2,114.0
8401,201701010LAL,TOR,1646.0693547976307,2017-01-01,Away,2017,119.2,33.0,114.0,128.6,123.0
8402,201701020CLE,CLE,1646.4996203850485,2017-01-02,Home,2017,85.4,33.0,82.0,93.7,90.0
8403,201701020CLE,NOP,1431.0317223431312,2017-01-02,Away,2017,93.7,36.0,90.0,85.4,82.0
8404,201701020MIL,MIL,1525.4415683482566,2017-01-02,Home,2017,106.0,33.0,94.0,110.5,98.0
8405,201701020MIL,OKC,1584.9860400338166,2017-01-02,Away,2017,110.5,35.0,98.0,106.0,94.0
8406,201701020BRK,BRK,1314.8523598657034,2017-01-02,Home,2017,107.1,33.0,101.0,94.4,89.0
8407,201701020BRK,UTA,1588.85525927088,2017-01-02,Away,2017,94.4,35.0,89.0,107.1,101.0
8408,201701020NYK,NYK,1442.9839379502841,2017-01-02,Home,2017,123.4,34.0,115.0,110.5,103.0
8409,201701020NYK,ORL,1421.7498403394588,2017-01-02,Away,2017,110.5,36.0,103.0,123.4,115.0
8410,201701020CHI,CHI,1448.369675496197,2017-01-02,Home,2017,116.5,35.0,111.0,123.8,118.0
8411,201701020CHI,CHA,1545.4253535607127,2017-01-02,Away,2017,123.8,35.0,118.0,116.5,111.0
8412,201701020HOU,HOU,1650.649022792803,2017-01-02,Home,2017,91.4,36.0,91.0,101.5,101.0
8413,201701020HOU,WAS,1508.2140092894222,2017-01-02,Away,2017,101.5,33.0,101.0,91.4,91.0
8414,201701020GSW,GSW,1753.5979880718544,2017-01-02,Home,2017,115.4,35.0,119.0,123.2,127.0
8415,201701020GSW,DEN,1449.3966354120623,2017-01-02,Away,2017,123.2,34.0,127.0,115.4,119.0
8416,201701020LAC,LAC,1565.5011009189725,2017-01-02,Home,2017,97.3,37.0,98.0,108.2,109.0
8417,201701020LAC,PHO,1356.9690292898283,2017-01-02,Away,2017,108.2,35.0,109.0,97.3,98.0
8418,201701030PHI,PHI,1295.885948717342,2017-01-03,Home,2017,93.7,33.0,91.0,95.8,93.0
8419,201701030PHI,MIN,1431.3807496935306,2017-01-03,Away,2017,95.8,35.0,93.0,93.7,91.0
8420,201701030BOS,BOS,1582.0954405971636,2017-01-03,Home,2017,116.1,35.0,104.0,128.4,115.0
8421,201701030BOS,UTA,1593.8118723012772,2017-01-03,Away,2017,128.4,36.0,115.0,116.1,104.0
8422,201701030DET,DET,1484.164832853198,2017-01-03,Home,2017,131.9,37.0,121.0,126.4,116.0
8423,201701030DET,IND,1500.5634465180485,2017-01-03,Away,2017,126.4,36.0,116.0,131.9,121.0
8424,201701030DAL,DAL,1438.4256487629918,2017-01-03,Home,2017,106.3,35.0,105.0,114.4,113.0
8425,201701030DAL,WAS,1504.376767964402,2017-01-03,Away,2017,114.4,34.0,113.0,106.3,105.0
8426,201701030SAS,SAS,1706.0045084116125,2017-01-03,Home,2017,90.6,35.0,82.0,121.5,110.0
8427,201701030SAS,TOR,1650.0582884292273,2017-01-03,Away,2017,121.5,34.0,110.0,90.6,82.0
8428,201701030DEN,DEN,1448.0423269791668,2017-01-03,Home,2017,124.9,35.0,120.0,117.6,113.0
8429,201701030DEN,SAC,1449.228399926594,2017-01-03,Away,2017,117.6,34.0,113.0,124.9,120.0
8430,201701030PHO,PHO,1354.1268352279114,2017-01-03,Home,2017,98.9,36.0,90.0,108.8,99.0
8431,201701030PHO,MIA,1431.2789736803588,2017-01-03,Away,2017,108.8,36.0,99.0,98.9,90.0
8432,201701030LAL,LAL,1360.248259654472,2017-01-03,Home,2017,108.6,38.0,102.0,123.5,116.0
8433,201701030LAL,MEM,1552.814394873248,2017-01-03,Away,2017,123.5,37.0,116.0,108.6,102.0
8434,201701040CHO,CHA,1536.1716829933084,2017-01-04,Home,2017,110.5,36.0,112.0,121.3,123.0
8435,201701040CHO,OKC,1578.9638776950162,2017-01-04,Away,2017,121.3,36.0,123.0,110.5,112.0
8436,201701040ORL,ORL,1437.3140473661244,2017-01-04,Home,2017,115.5,37.0,111.0,95.7,92.0
8437,201701040ORL,ATL,1484.1185952865455,2017-01-04,Away,2017,95.7,35.0,92.0,115.5,111.0
8438,201701040NYK,NYK,1427.4197309236185,2017-01-04,Home,2017,110.3,35.0,105.0,109.2,104.0
8439,201701040NYK,MIL,1531.463730687057,2017-01-04,Away,2017,109.2,34.0,104.0,110.3,105.0
8440,201701040CLE,CLE,1648.75402990152,2017-01-04,Home,2017,118.7,34.0,106.0,105.2,94.0
8441,201701040CLE,CHI,1457.6233460636013,2017-01-04,Away,2017,105.2,36.0,94.0,118.7,106.0
8442,201701040GSW,GSW,1754.95229650475,2017-01-04,Home,2017,112.5,36.0,117.0,120.1,125.0
8443,201701040GSW,POR,1485.9280992272363,2017-01-04,Away,2017,120.1,37.0,125.0,112.5,117.0
8444,201701040LAC,LAC,1568.3432949808894,2017-01-04,Home,2017,111.6,38.0,106.0,121.1,115.0
8445,201701040LAC,MEM,1533.328621564105,2017-01-04,Away,2017,121.1,38.0,115.0,111.6,106.0
8446,201701040SAC,SAC,1459.7813622240383,2017-01-04,Home,2017,113.6,35.0,107.0,108.3,102.0
8447,201701040SAC,MIA,1421.3479097565364,2017-01-04,Away,2017,108.3,37.0,102.0,113.6,107.0
8448,201701050IND,IND,1508.9977741362713,2017-01-05,Home,2017,110.2,37.0,109.0,122.3,121.0
8449,201701050IND,BRK,1309.8957468353062,2017-01-05,Away,2017,122.3,34.0,121.0,110.2,109.0
