,TEAM_HOME,TEAM_AWAY,FG_HOME,FG_AWAY,FGA_HOME,FGA_AWAY,FG_PCT_HOME,FG_PCT_AWAY,FG(3)_HOME,FG(3)_AWAY,FGA(3)_HOME,FGA(3)_AWAY,FG_PCT(3)_HOME,FG_PCT(3)_AWAY,FT_HOME,FT_AWAY,FTA_HOME,FTA_AWAY,FT_PCT_HOME,FT_PCT_AWAY,ORB_HOME,ORB_AWAY,DRB_HOME,DRB_AWAY,TRB_HOME,TRB_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,TOV_HOME,TOV_AWAY,PF_HOME,PF_AWAY,PTS_HOME,PTS_AWAY,TS_PCT_HOME,TS_PCT_AWAY,EFG_PCT_HOME,EFG_PCT_AWAY,3PA_R_HOME,3PA_R_AWAY,FT_R_HOME,FT_R_AWAY,ORB_PCT_HOME,ORB_PCT_AWAY,DRB_PCT_HOME,DRB_PCT_AWAY,TRB_PCT_HOME,TRB_PCT_AWAY,AST_PCT_HOME,AST_PCT_AWAY,STL_PCT_HOME,STL_PCT_AWAY,BLK_PCT_HOME,BLK_PCT_AWAY,TOV_PCT_HOME,TOV_PCT_AWAY,O_RTG_HOME,O_RTG_AWAY,D_RTG_HOME,D_RTG_AWAY,WINS_RECORD_HOME,WINS_RECORD_AWAY,LOSSES_RECORD_HOME,LOSSES_RECORD_AWAY,WIN_PCT_HOME,WIN_PCT_AWAY,GAME_NO_HOME,GAME_NO_AWAY,WIN_HOME,WIN_AWAY,LOSS_HOME,LOSS_AWAY,FG(3)_MISSED_HOME,FG(3)_MISSED_AWAY,FG_MISSED_HOME,FG_MISSED_AWAY,BLOCKED_ATTEMPTS_HOME,BLOCKED_ATTEMPTS_AWAY,TOV_FORCED_HOME,TOV_FORCED_AWAY,FG(2)_HOME,FG(2)_AWAY,FGA(2)_HOME,FGA(2)_AWAY,FG(2)_MISSED_HOME,FG(2)_MISSED_AWAY,GAMEID,DATE,SEASON,OTs
398,NYK,LAL,48,42,101,102,0.475,0.412,9,13,22,35,0.409,0.371,8,12,11,15,0.727,0.8,15,20,34,32,49,52,25,24,7,6,7,6,14,16,16,19,113,109,0.534,0.502,0.52,0.475,0.218,0.343,0.109,0.147,31.9,37.0,63.0,68.1,48.5,51.5,52.1,57.1,6.9,6.0,10.4,7.6,11.7,12.8,112.1,108.2,108.2,112.1,14.0,10.0,13.0,16.0,0.5185185185185185,0.3846153846153846,27.0,26.0,1,0,0,1,13,22,53,60,6,7,16,14,39,29,79,67,40,38,201712120NYK,2017-12-12,2018,1
399,BRK,WAS,34,38,84,95,0.405,0.4,10,4,43,22,0.233,0.182,25,18,33,22,0.758,0.818,9,12,44,37,53,49,26,18,4,8,6,3,14,10,21,26,103,98,0.523,0.468,0.464,0.421,0.512,0.232,0.393,0.232,19.6,21.4,78.6,80.4,52.0,48.0,76.5,47.4,4.0,7.9,8.2,7.3,12.4,8.7,102.3,97.3,97.3,102.3,11.0,14.0,15.0,13.0,0.4230769230769231,0.5185185185185185,26.0,27.0,0,1,1,0,33,18,50,57,3,6,10,14,24,34,41,73,17,39,201712120BRK,2017-12-12,2018,0
400,DAL,SAS,38,35,89,87,0.427,0.402,9,7,24,28,0.375,0.25,10,12,12,19,0.833,0.632,8,10,41,39,49,49,17,20,8,4,2,5,6,10,19,11,95,89,0.504,0.467,0.478,0.443,0.27,0.322,0.135,0.218,17.0,19.6,80.4,83.0,50.0,50.0,44.7,57.1,8.7,4.3,3.4,7.7,6.0,9.5,103.1,96.6,96.6,103.1,8.0,19.0,20.0,9.0,0.2857142857142857,0.6785714285714286,28.0,28.0,1,0,0,1,15,21,51,52,5,2,10,6,29,28,65,59,36,31,201712120DAL,2017-12-12,2018,0
401,MIN,PHI,44,40,108,80,0.407,0.5,5,11,29,26,0.172,0.423,19,27,27,32,0.704,0.844,17,7,33,45,50,52,19,32,14,6,7,3,10,24,21,18,112,118,0.467,0.627,0.431,0.569,0.269,0.325,0.25,0.4,27.4,17.5,82.5,72.6,49.0,51.0,43.2,80.0,12.8,5.5,13.0,3.8,7.7,20.3,102.1,107.6,107.6,102.1,16.0,14.0,12.0,13.0,0.5714285714285714,0.5185185185185185,28.0,27.0,0,1,1,0,24,15,64,40,3,7,24,10,39,29,79,54,40,25,201712120MIN,2017-12-12,2018,1
402,SAC,PHO,38,37,89,90,0.427,0.411,7,7,22,32,0.318,0.219,16,11,22,14,0.727,0.786,11,13,34,32,45,45,21,22,9,5,3,4,9,12,18,18,99,92,0.502,0.478,0.466,0.45,0.247,0.356,0.247,0.156,25.6,27.7,72.3,74.4,50.0,50.0,55.3,59.5,9.7,5.4,5.2,6.0,8.4,11.1,107.2,99.6,99.6,107.2,9.0,9.0,18.0,20.0,0.3333333333333333,0.3103448275862069,27.0,29.0,1,0,0,1,15,25,51,53,4,3,12,9,31,30,67,58,36,28,201712120SAC,2017-12-12,2018,0
403,IND,OKC,40,36,89,88,0.449,0.409,11,13,31,29,0.355,0.448,4,15,6,24,0.667,0.625,11,17,31,35,42,52,18,26,11,10,7,6,13,13,21,12,95,100,0.518,0.507,0.511,0.483,0.348,0.33,0.067,0.273,23.9,35.4,64.6,76.1,44.7,55.3,45.0,72.2,12.0,10.9,11.9,10.3,12.4,11.7,104.0,109.4,109.4,104.0,16.0,13.0,12.0,14.0,0.5714285714285714,0.4814814814814814,28.0,27.0,1,0,0,1,20,16,49,52,6,7,13,13,29,23,58,59,29,36,201712130IND,2017-12-13,2018,0
404,ORL,LAC,37,39,88,88,0.42,0.443,9,12,27,26,0.333,0.462,12,16,21,20,0.571,0.8,7,6,38,45,45,51,24,25,6,10,6,6,12,8,13,19,95,106,0.488,0.548,0.472,0.511,0.307,0.295,0.239,0.227,13.5,13.6,86.4,86.5,46.9,53.1,64.9,64.1,6.1,10.1,9.7,9.8,11.0,7.6,96.0,107.1,107.1,96.0,11.0,11.0,18.0,15.0,0.3793103448275862,0.4230769230769231,29.0,26.0,1,0,0,1,18,14,51,49,6,6,8,12,28,27,61,62,33,35,201712130ORL,2017-12-13,2018,0
405,WAS,MEM,36,31,77,81,0.468,0.383,9,10,22,28,0.409,0.357,12,15,24,16,0.5,0.938,6,10,38,37,44,47,21,18,7,6,8,2,15,16,22,23,93,87,0.531,0.494,0.526,0.444,0.286,0.346,0.312,0.198,14.0,20.8,79.2,86.0,48.4,51.6,58.3,58.1,7.5,6.4,15.1,3.6,14.6,15.4,99.1,92.7,92.7,99.1,15.0,8.0,13.0,20.0,0.5357142857142857,0.2857142857142857,28.0,28.0,1,0,0,1,13,18,41,50,2,8,16,15,27,21,55,53,28,32,201712130WAS,2017-12-13,2018,0
406,BOS,DEN,47,45,79,91,0.595,0.495,11,9,25,28,0.44,0.321,19,19,24,26,0.792,0.731,4,20,26,28,30,48,29,22,10,8,7,4,13,15,20,20,124,118,0.692,0.576,0.665,0.544,0.316,0.308,0.304,0.286,12.5,43.5,56.5,87.5,38.5,61.5,61.7,48.9,10.4,8.3,11.1,7.4,12.7,12.8,129.0,122.7,122.7,129.0,24.0,15.0,6.0,13.0,0.8,0.5357142857142857,30.0,28.0,1,0,0,1,14,19,32,46,4,7,15,13,36,36,54,63,18,27,201712130BOS,2017-12-13,2018,0
407,MIA,POR,34,36,72,72,0.472,0.5,13,10,30,28,0.433,0.357,14,20,23,23,0.609,0.87,10,5,26,28,36,33,19,14,6,7,1,2,15,11,21,21,95,102,0.578,0.621,0.563,0.569,0.417,0.389,0.319,0.319,26.3,16.1,83.9,73.7,52.2,47.8,55.9,38.9,7.0,8.2,2.3,4.8,15.4,11.8,110.8,119.0,119.0,110.8,13.0,14.0,14.0,13.0,0.4814814814814814,0.5185185185185185,27.0,27.0,1,0,0,1,17,18,38,36,2,1,11,15,21,26,42,44,21,18,201712130MIA,2017-12-13,2018,0
408,CHI,UTA,41,42,93,91,0.441,0.462,7,9,17,30,0.412,0.3,14,7,21,7,0.667,1.0,9,5,37,43,46,48,21,24,9,3,3,8,9,16,14,19,103,100,0.504,0.531,0.478,0.511,0.183,0.33,0.226,0.077,17.3,11.9,88.1,82.7,48.9,51.1,51.2,57.1,8.8,2.9,4.9,10.5,8.1,14.5,100.8,97.9,97.9,100.8,7.0,13.0,20.0,15.0,0.2592592592592592,0.4642857142857143,27.0,28.0,1,0,0,1,10,21,52,49,8,3,16,9,34,33,76,61,42,28,201712130CHI,2017-12-13,2018,0
409,NOP,MIL,45,44,80,95,0.563,0.463,13,8,25,27,0.52,0.296,12,12,15,19,0.8,0.632,9,15,32,23,41,38,35,23,5,14,8,5,21,9,16,13,115,108,0.664,0.522,0.644,0.505,0.313,0.284,0.188,0.2,28.1,31.9,68.1,71.9,51.9,48.1,77.8,52.3,5.2,14.7,11.8,9.1,19.5,8.0,120.6,113.3,113.3,120.6,15.0,15.0,14.0,11.0,0.5172413793103449,0.5769230769230769,29.0,26.0,1,0,0,1,12,19,35,51,5,8,9,21,32,36,55,68,23,32,201712130NOP,2017-12-13,2018,0
410,PHO,TOR,37,40,83,92,0.446,0.435,8,9,24,26,0.333,0.346,27,26,34,31,0.794,0.839,10,8,31,37,41,45,20,16,3,7,9,3,11,6,24,25,109,115,0.556,0.544,0.494,0.484,0.289,0.283,0.41,0.337,21.3,20.5,79.5,78.7,47.7,52.3,54.1,40.0,3.1,7.1,13.6,5.1,10.1,5.4,111.2,117.3,117.3,111.2,9.0,18.0,21.0,8.0,0.3,0.6923076923076923,30.0,26.0,0,1,1,0,16,17,46,52,3,9,6,11,29,31,59,66,30,35,201712130PHO,2017-12-13,2018,0
411,HOU,CHA,39,36,88,87,0.443,0.414,17,4,45,21,0.378,0.19,13,20,19,27,0.684,0.741,6,12,39,44,45,56,24,14,7,4,5,5,10,12,18,15,108,96,0.56,0.485,0.54,0.437,0.511,0.241,0.216,0.31,12.0,23.5,76.5,88.0,44.6,55.4,61.5,38.9,7.1,4.1,7.6,11.6,9.4,10.8,110.1,97.8,97.8,110.1,22.0,10.0,4.0,17.0,0.8461538461538461,0.3703703703703703,26.0,27.0,0,1,1,0,28,17,49,51,5,5,12,10,22,32,43,66,21,34,201712130HOU,2017-12-13,2018,0
412,ATL,DET,32,41,70,90,0.457,0.456,11,13,31,30,0.355,0.433,16,10,26,12,0.615,0.833,7,14,27,32,34,46,28,26,6,10,6,3,16,15,12,23,91,105,0.559,0.551,0.536,0.528,0.443,0.333,0.371,0.133,17.9,34.1,65.9,82.1,42.5,57.5,87.5,63.4,6.6,11.0,10.0,7.7,16.4,13.6,100.6,116.0,116.0,100.6,6.0,15.0,22.0,13.0,0.2142857142857142,0.5357142857142857,28.0,28.0,1,0,0,1,20,17,38,49,3,6,15,16,21,28,39,60,18,32,201712140ATL,2017-12-14,2018,0
413,BRK,NYK,37,41,83,89,0.446,0.461,12,10,42,20,0.286,0.5,18,19,23,22,0.783,0.864,11,12,32,28,43,40,21,23,10,11,4,4,17,13,21,23,104,111,0.558,0.562,0.518,0.517,0.506,0.225,0.277,0.247,28.2,27.3,72.7,71.8,51.8,48.2,56.8,56.1,10.4,11.5,5.8,9.8,15.4,11.6,108.3,115.6,115.6,108.3,11.0,15.0,16.0,13.0,0.4074074074074074,0.5357142857142857,27.0,28.0,0,1,1,0,30,10,46,48,4,4,13,17,25,31,41,69,16,38,201712140BRK,2017-12-14,2018,0
414,CLE,LAL,43,47,86,95,0.5,0.495,15,9,36,31,0.417,0.29,20,9,25,14,0.8,0.643,8,16,31,33,39,49,32,33,10,7,5,3,14,18,16,20,121,112,0.624,0.554,0.587,0.542,0.419,0.326,0.291,0.147,19.5,34.0,66.0,80.5,44.3,55.7,74.4,70.2,9.9,6.9,7.8,6.0,12.6,15.1,119.7,110.8,110.8,119.7,21.0,10.0,8.0,17.0,0.7241379310344828,0.3703703703703703,29.0,27.0,1,0,0,1,21,22,43,48,3,5,18,14,28,38,50,64,22,26,201712140CLE,2017-12-14,2018,0
415,MIN,SAC,46,36,82,87,0.561,0.414,10,14,21,33,0.476,0.424,17,10,20,12,0.85,0.833,8,15,31,27,39,42,29,24,12,4,9,2,9,14,19,21,119,96,0.655,0.52,0.622,0.494,0.256,0.379,0.244,0.138,22.9,32.6,67.4,77.1,48.1,51.9,63.0,66.7,13.5,4.5,16.7,3.3,9.0,13.2,133.6,107.7,107.7,133.6,17.0,9.0,12.0,19.0,0.5862068965517241,0.3214285714285714,29.0,28.0,0,1,1,0,11,19,36,51,2,9,14,9,36,22,61,54,25,32,201712140MIN,2017-12-14,2018,0
416,GSW,DAL,47,37,78,82,0.603,0.451,11,10,22,29,0.5,0.345,7,13,9,17,0.778,0.765,4,8,37,23,41,31,35,25,7,7,4,1,16,11,22,16,112,97,0.683,0.542,0.673,0.512,0.282,0.354,0.115,0.207,14.8,17.8,82.2,85.2,56.9,43.1,74.5,67.6,7.6,7.6,7.5,1.8,16.3,10.9,121.8,105.5,105.5,121.8,23.0,8.0,6.0,21.0,0.7931034482758621,0.2758620689655172,29.0,29.0,0,1,1,0,11,19,31,45,1,4,11,16,36,27,56,53,20,26,201712140GSW,2017-12-14,2018,0
417,CHA,MIA,34,39,83,78,0.41,0.5,10,11,27,31,0.37,0.355,20,15,27,17,0.741,0.882,11,5,31,35,42,40,21,25,7,10,1,8,16,16,14,23,98,104,0.516,0.608,0.47,0.571,0.325,0.397,0.325,0.218,23.9,13.9,86.1,76.1,51.2,48.8,61.8,64.1,7.3,10.4,2.1,14.3,14.4,15.8,101.9,108.2,108.2,101.9,10.0,14.0,18.0,14.0,0.3571428571428571,0.5,28.0,28.0,1,0,0,1,17,20,49,39,8,1,16,16,24,28,56,47,32,19,201712150CHO,2017-12-15,2018,0
418,IND,DET,35,39,87,93,0.402,0.419,9,13,30,32,0.3,0.406,19,13,25,17,0.76,0.765,15,11,36,33,51,44,21,22,6,7,4,10,13,9,15,22,98,104,0.5,0.518,0.454,0.489,0.345,0.344,0.287,0.183,31.3,23.4,76.6,68.8,53.7,46.3,60.0,56.4,6.4,7.5,6.6,17.5,11.7,8.2,104.3,110.7,110.7,104.3,16.0,16.0,13.0,13.0,0.5517241379310345,0.5517241379310345,29.0,29.0,1,0,0,1,21,19,52,54,10,4,9,13,26,26,57,61,31,35,201712150IND,2017-12-15,2018,0
419,ORL,POR,32,37,84,86,0.381,0.43,10,8,29,18,0.345,0.444,14,13,19,15,0.737,0.867,8,6,37,39,45,45,15,18,7,7,3,9,15,14,18,20,88,95,0.476,0.513,0.44,0.477,0.345,0.209,0.226,0.174,17.0,14.0,86.0,83.0,50.0,50.0,46.9,48.6,7.1,7.1,4.4,16.4,14.0,13.1,89.9,97.0,97.0,89.9,11.0,15.0,19.0,13.0,0.3666666666666666,0.5357142857142857,30.0,28.0,0,1,1,0,19,10,52,49,9,3,14,15,22,29,55,68,33,39,201712150ORL,2017-12-15,2018,0
420,PHI,OKC,44,47,100,113,0.44,0.416,13,15,46,35,0.283,0.429,16,10,20,19,0.8,0.526,7,18,43,42,50,60,35,28,13,10,4,5,19,18,20,21,117,119,0.538,0.49,0.505,0.482,0.46,0.31,0.2,0.168,14.3,29.5,70.5,85.7,45.5,54.5,79.5,59.6,11.0,8.5,5.1,9.3,14.9,12.9,99.1,100.8,100.8,99.1,14.0,14.0,14.0,14.0,0.5,0.5,28.0,28.0,0,1,1,0,33,20,56,66,5,4,18,19,31,32,54,78,23,46,201712150PHI,2017-12-15,2018,3
421,WAS,LAC,39,33,88,86,0.443,0.384,7,7,31,24,0.226,0.292,15,18,23,29,0.652,0.621,11,12,39,35,50,47,21,17,12,12,7,6,19,20,26,20,100,91,0.51,0.461,0.483,0.424,0.352,0.279,0.261,0.337,23.9,23.5,76.5,76.1,51.5,48.5,53.8,51.5,11.5,11.5,11.3,10.5,16.2,16.8,96.2,87.5,87.5,96.2,16.0,11.0,13.0,16.0,0.5517241379310345,0.4074074074074074,29.0,27.0,0,1,1,0,24,17,49,53,6,7,20,19,32,26,57,62,25,36,201712150WAS,2017-12-15,2018,0
422,BOS,UTA,35,40,86,83,0.407,0.482,9,13,31,25,0.29,0.52,16,14,19,18,0.842,0.778,2,9,29,46,31,55,20,19,10,6,5,2,8,15,18,20,95,107,0.503,0.588,0.459,0.56,0.36,0.301,0.221,0.217,4.2,23.7,76.3,95.8,36.0,64.0,57.1,47.5,10.3,6.2,8.6,3.6,7.8,14.2,98.1,110.5,110.5,98.1,24.0,14.0,7.0,15.0,0.7741935483870968,0.4827586206896552,31.0,29.0,1,0,0,1,22,12,51,43,2,5,15,8,26,27,55,58,29,31,201712150BOS,2017-12-15,2018,0
423,TOR,BRK,54,32,97,76,0.557,0.421,7,7,28,23,0.25,0.304,5,16,9,19,0.556,0.842,11,6,34,31,45,37,26,15,11,4,5,1,8,22,16,14,120,87,0.594,0.516,0.593,0.467,0.289,0.303,0.093,0.25,26.2,15.0,85.0,73.8,54.9,45.1,48.1,46.9,11.3,4.1,9.4,1.4,7.3,20.7,123.0,89.2,89.2,123.0,19.0,11.0,8.0,17.0,0.7037037037037037,0.3928571428571428,27.0,28.0,0,1,1,0,21,16,43,44,1,5,22,8,47,25,69,53,22,28,201712150TOR,2017-12-15,2018,0
424,MEM,ATL,36,34,78,77,0.462,0.442,12,12,25,31,0.48,0.387,12,14,17,16,0.706,0.875,10,7,33,28,43,35,21,27,12,12,6,5,21,17,24,19,96,94,0.562,0.559,0.538,0.519,0.321,0.403,0.218,0.208,26.3,17.5,82.5,73.7,55.1,44.9,58.3,79.4,12.9,12.9,13.0,9.4,19.7,16.8,103.0,100.9,100.9,103.0,9.0,6.0,20.0,23.0,0.3103448275862069,0.2068965517241379,29.0,29.0,1,0,0,1,13,19,42,43,5,6,17,21,24,22,53,46,29,24,201712150MEM,2017-12-15,2018,0
425,MIL,CHI,40,42,83,86,0.482,0.488,9,8,33,22,0.273,0.364,20,23,29,35,0.69,0.657,9,14,34,36,43,50,24,24,6,8,5,0,11,12,24,26,109,115,0.569,0.567,0.536,0.535,0.398,0.256,0.349,0.407,20.0,29.2,70.8,80.0,46.2,53.8,60.0,57.1,6.2,8.2,7.8,0.0,10.3,10.6,112.0,118.2,118.2,112.0,15.0,8.0,12.0,20.0,0.5555555555555556,0.2857142857142857,27.0,28.0,0,1,1,0,24,14,43,44,0,5,12,11,31,34,50,64,19,30,201712150MIL,2017-12-15,2018,0
426,DEN,NOP,46,43,100,91,0.46,0.473,16,15,36,34,0.444,0.441,9,10,14,14,0.643,0.714,11,7,37,35,48,42,30,27,12,8,4,8,15,19,17,15,117,111,0.551,0.571,0.54,0.555,0.36,0.374,0.14,0.154,23.9,15.9,84.1,76.1,53.3,46.7,65.2,62.8,11.2,7.5,7.0,12.5,12.4,16.4,109.2,103.6,103.6,109.2,16.0,15.0,13.0,15.0,0.5517241379310345,0.5,29.0,30.0,1,0,0,1,20,19,54,48,8,4,19,15,30,28,64,57,34,29,201712150DEN,2017-12-15,2018,1
427,HOU,SAS,43,46,91,94,0.473,0.489,18,10,50,26,0.36,0.385,20,7,25,13,0.8,0.538,12,12,33,27,45,39,20,22,15,10,3,5,13,17,16,17,124,109,0.608,0.547,0.571,0.543,0.549,0.277,0.275,0.138,30.8,26.7,73.3,69.2,53.6,46.4,46.5,47.8,14.9,10.0,4.4,12.2,11.3,14.6,123.6,108.6,108.6,123.6,23.0,19.0,4.0,10.0,0.8518518518518519,0.6551724137931034,27.0,29.0,1,0,0,1,32,16,48,48,5,3,17,13,25,36,41,68,16,32,201712150HOU,2017-12-15,2018,0
428,CHA,POR,33,37,96,79,0.344,0.468,7,10,31,24,0.226,0.417,18,9,28,18,0.643,0.5,13,5,38,42,51,47,18,19,9,2,3,3,6,20,21,21,91,93,0.42,0.535,0.38,0.532,0.323,0.304,0.292,0.228,23.6,11.6,88.4,76.4,52.0,48.0,54.5,51.4,9.1,2.0,5.5,4.6,5.2,18.7,91.8,93.8,93.8,91.8,10.0,16.0,19.0,13.0,0.3448275862068966,0.5517241379310345,29.0,29.0,0,1,1,0,24,14,63,42,3,3,20,6,26,27,65,55,39,28,201712160CHO,2017-12-16,2018,0
429,CLE,UTA,42,37,79,81,0.532,0.457,10,17,22,34,0.455,0.5,15,9,17,14,0.882,0.643,8,11,33,27,41,38,30,24,9,9,1,7,12,12,15,14,109,100,0.63,0.574,0.595,0.562,0.278,0.42,0.215,0.173,22.9,25.0,75.0,77.1,51.9,48.1,71.4,64.9,10.3,10.3,2.1,12.3,12.2,12.1,124.2,113.9,113.9,124.2,22.0,14.0,8.0,16.0,0.7333333333333333,0.4666666666666667,30.0,30.0,1,0,0,1,12,17,37,44,7,1,12,12,32,20,57,47,25,27,201712160CLE,2017-12-16,2018,0
430,NYK,OKC,38,36,69,85,0.551,0.424,14,12,23,27,0.609,0.444,21,12,26,20,0.808,0.6,6,16,29,26,35,42,21,18,9,9,3,7,13,14,22,22,111,96,0.69,0.512,0.652,0.494,0.333,0.318,0.377,0.235,18.8,35.6,64.4,81.3,45.5,54.5,55.3,50.0,10.3,10.3,5.2,15.2,13.9,13.0,127.2,110.0,110.0,127.2,16.0,14.0,13.0,15.0,0.5517241379310345,0.4827586206896552,29.0,29.0,0,1,1,0,9,15,31,49,7,3,14,13,24,24,46,58,22,34,201712160NYK,2017-12-16,2018,0
431,HOU,MIL,35,38,76,82,0.461,0.463,11,8,35,27,0.314,0.296,34,27,42,33,0.81,0.818,4,8,34,32,38,40,16,17,7,12,4,7,15,14,23,34,115,111,0.609,0.575,0.533,0.512,0.461,0.329,0.553,0.402,11.1,19.0,81.0,88.9,48.7,51.3,45.7,44.7,6.9,11.8,7.3,17.1,13.7,12.7,113.2,109.3,109.3,113.2,24.0,15.0,4.0,13.0,0.8571428571428571,0.5357142857142857,28.0,28.0,1,0,0,1,24,19,41,44,7,4,14,15,24,30,41,55,17,25,201712160HOU,2017-12-16,2018,0
432,MIA,LAC,31,35,82,80,0.378,0.438,12,8,35,28,0.343,0.286,16,7,21,14,0.762,0.5,9,12,28,34,37,46,22,18,10,3,8,5,8,17,15,22,90,85,0.493,0.493,0.451,0.488,0.427,0.35,0.256,0.175,20.9,30.0,70.0,79.1,44.6,55.4,71.0,51.4,11.4,3.4,15.4,10.6,8.1,16.5,102.8,97.1,97.1,102.8,15.0,11.0,14.0,17.0,0.5172413793103449,0.3928571428571428,29.0,28.0,1,0,0,1,23,20,51,45,5,8,17,8,19,27,47,52,28,25,201712160MIA,2017-12-16,2018,0
433,MIN,PHO,40,33,95,72,0.421,0.458,9,11,27,24,0.333,0.458,17,31,24,35,0.708,0.886,10,13,21,39,31,52,21,22,14,4,8,3,6,23,19,21,106,108,0.502,0.618,0.468,0.535,0.284,0.333,0.253,0.486,20.4,38.2,61.8,79.6,37.3,62.7,52.5,66.7,14.6,4.2,16.7,4.4,5.4,20.8,110.6,112.7,112.7,110.6,17.0,10.0,13.0,21.0,0.5666666666666667,0.3225806451612903,30.0,31.0,0,1,1,0,18,13,55,39,3,8,23,6,31,22,68,48,37,26,201712160MIN,2017-12-16,2018,0
434,SAS,DAL,39,39,86,80,0.453,0.488,5,10,25,28,0.2,0.357,15,8,18,9,0.833,0.889,9,4,32,34,41,38,14,23,5,4,2,4,7,9,14,16,98,96,0.522,0.572,0.483,0.55,0.291,0.35,0.209,0.113,20.9,11.1,88.9,79.1,51.9,48.1,35.9,59.0,5.6,4.5,3.8,6.6,6.9,9.7,110.5,108.2,108.2,110.5,20.0,8.0,10.0,22.0,0.6666666666666666,0.2666666666666666,30.0,30.0,1,0,0,1,20,18,47,41,4,2,9,7,34,29,61,52,27,23,201712160SAS,2017-12-16,2018,0
435,MEM,BOS,32,39,79,80,0.405,0.488,14,14,34,30,0.412,0.467,15,10,17,14,0.882,0.714,10,14,28,28,38,42,18,21,8,6,3,6,13,16,19,19,93,102,0.538,0.592,0.494,0.575,0.43,0.375,0.215,0.175,26.3,33.3,66.7,73.7,47.5,52.5,56.3,53.8,9.3,7.0,6.0,13.3,13.1,15.7,107.8,118.2,118.2,107.8,9.0,25.0,21.0,7.0,0.3,0.78125,30.0,32.0,1,0,0,1,20,16,47,41,6,3,16,13,18,25,45,50,27,25,201712160MEM,2017-12-16,2018,0
436,TOR,SAC,36,38,85,81,0.424,0.469,13,11,30,26,0.433,0.423,23,6,28,8,0.821,0.75,12,6,34,26,46,32,20,25,8,9,9,9,12,15,13,19,108,93,0.555,0.55,0.5,0.537,0.353,0.321,0.329,0.099,31.6,15.0,85.0,68.4,59.0,41.0,55.6,65.8,8.7,9.8,16.4,16.4,11.0,15.1,117.4,101.1,101.1,117.4,20.0,9.0,8.0,20.0,0.7142857142857143,0.3103448275862069,28.0,29.0,0,1,1,0,17,15,49,43,9,9,15,12,23,27,55,55,32,28,201712170TOR,2017-12-17,2018,0
437,DET,ORL,42,41,89,85,0.472,0.482,17,17,34,33,0.5,0.515,13,11,16,17,0.813,0.647,7,8,32,32,39,40,27,27,11,6,3,4,13,16,17,16,114,110,0.594,0.595,0.567,0.582,0.382,0.388,0.18,0.2,17.9,20.0,80.0,82.1,49.4,50.6,64.3,65.9,11.1,6.1,5.8,7.3,11.9,14.7,115.3,111.2,111.2,115.3,17.0,11.0,13.0,20.0,0.5666666666666667,0.3548387096774194,30.0,31.0,1,0,0,1,17,16,47,44,4,3,16,13,25,24,55,52,30,28,201712170DET,2017-12-17,2018,0
438,BRK,IND,34,43,81,76,0.42,0.566,12,8,33,18,0.364,0.444,17,15,21,19,0.81,0.789,7,6,22,37,29,43,26,21,7,6,2,7,9,15,17,20,97,109,0.537,0.646,0.494,0.618,0.407,0.237,0.259,0.25,15.9,21.4,78.6,84.1,40.3,59.7,76.5,48.8,7.7,6.6,3.4,14.6,9.1,15.1,106.9,120.2,120.2,106.9,11.0,17.0,18.0,13.0,0.3793103448275862,0.5666666666666667,29.0,30.0,1,0,0,1,21,10,47,33,7,2,15,9,22,35,48,58,26,23,201712170BRK,2017-12-17,2018,0
439,WAS,CLE,39,41,91,87,0.429,0.471,12,14,33,34,0.364,0.412,9,10,16,12,0.563,0.833,13,4,38,38,51,42,20,24,4,6,5,4,10,8,18,16,99,106,0.505,0.574,0.495,0.552,0.363,0.391,0.176,0.138,25.5,9.5,90.5,74.5,54.8,45.2,51.3,58.5,4.2,6.4,9.4,6.9,9.3,8.0,105.1,112.6,112.6,105.1,16.0,23.0,14.0,8.0,0.5333333333333333,0.7419354838709677,30.0,31.0,1,0,0,1,21,20,52,46,4,5,8,10,27,27,58,53,31,26,201712170WAS,2017-12-17,2018,0
440,CHA,NYK,43,36,88,86,0.489,0.419,9,3,20,18,0.45,0.167,14,16,16,20,0.875,0.8,12,10,35,27,47,37,30,21,10,10,6,5,19,17,16,16,109,91,0.573,0.48,0.54,0.436,0.227,0.209,0.182,0.233,30.8,22.2,77.8,69.2,56.0,44.0,69.8,58.3,10.1,10.1,8.8,7.4,16.7,15.2,110.3,92.1,92.1,110.3,11.0,16.0,19.0,14.0,0.3666666666666666,0.5333333333333333,30.0,30.0,0,1,1,0,11,15,45,50,5,6,17,19,34,33,68,68,34,35,201712180CHO,2017-12-18,2018,0
441,IND,BOS,37,44,79,79,0.468,0.557,7,16,21,26,0.333,0.615,30,8,38,14,0.789,0.571,9,6,29,32,38,38,14,26,12,6,3,4,12,19,16,31,111,112,0.58,0.658,0.513,0.658,0.266,0.329,0.481,0.177,22.0,17.1,82.9,78.0,50.0,50.0,37.8,59.1,12.4,6.2,5.7,6.9,11.1,18.2,114.7,115.8,115.8,114.7,17.0,26.0,14.0,7.0,0.5483870967741935,0.7878787878787878,31.0,33.0,0,1,1,0,14,10,42,35,4,3,19,12,30,28,58,53,28,25,201712180IND,2017-12-18,2018,0
